"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","GBAHH","GBAHA","GBAH","X","X.1","X.2","X.3","X.4","X.5"
"106","SP2","12/10/03","Getafe","Recreativo",0,0,"D",0,0,"D",2.2,2.62,3.4,2.3,2.65,3.15,2.3,2.4,3,2.3,2.7,3.1,2.35,2.6,3.05,NA,NA,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"107","SP2","12/10/03","Malaga B","Cordoba",2,2,"D",0,2,"A",2.25,2.75,3.2,2.4,2.65,2.9,2.5,2.4,2.8,2.3,2.7,3.1,2.4,2.5,3.1,NA,NA,1.8,1.91,0,NA,NA,NA,NA,NA,NA
"108","SP2","12/10/03","Numancia","Terrassa",2,0,"H",1,0,"H",1.8,2.75,5,1.87,2.8,4.1,1.8,2.7,3.9,1.85,2.75,4.5,1.85,2.75,4.3,NA,NA,1.87,1.83,-0.5,NA,NA,NA,NA,NA,NA
"109","SP2","12/10/03","Sp Gijon","Las Palmas",1,1,"D",0,0,"D",2.1,2.75,3.5,2.25,2.65,3.3,2.3,2.4,3,2.2,2.62,3.5,2.15,2.6,3.5,NA,NA,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"110","SP2","18/10/03","Cordoba","Getafe",0,0,"D",0,0,"D",2.37,2.7,3,2.35,2.6,3.1,2.4,2.2,3.3,2.37,2.6,3.1,2.3,2.55,3.2,NA,NA,1.8,2,0,NA,NA,NA,NA,NA,NA
"111","SP2","18/10/03","Las Palmas","Almeria",1,1,"D",0,0,"D",2.3,2.62,3.25,2.3,2.6,3.2,2.3,2.3,3.1,2.3,2.62,3.25,NA,NA,NA,NA,NA,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"112","SP2","18/10/03","Levante","Sp Gijon",2,1,"H",0,1,"A",1.8,2.75,5,1.85,2.7,4.5,1.9,2.4,4.2,1.85,2.87,4.2,1.95,2.65,4,NA,NA,1.85,1.95,-0.5,NA,NA,NA,NA,NA,NA
"113","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","SP2","19/10/03","Algeciras","Cadiz",0,1,"A",0,1,"A",2.37,2.5,3.25,2.45,2.6,2.95,2.4,2.3,3,2.4,2.5,3.25,2.4,2.55,3.05,NA,NA,1.85,1.95,0,NA,NA,NA,NA,NA,NA
"115","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","SP2","19/10/03","Elche","Leganes",1,0,"H",1,0,"H",2.3,2.62,3.25,2.3,2.6,3.2,2.3,2.4,3,2.3,2.5,3.4,2.2,2.6,3.35,NA,NA,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"117","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","SP2","19/10/03","Poli Ejido","Eibar",0,0,"D",0,0,"D",2.2,2.75,3.25,2.3,2.6,3.2,2.3,2.5,2.9,2.3,2.6,3.25,2.25,2.55,3.3,NA,NA,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"119","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","SP2","19/10/03","Recreativo","Alaves",0,0,"D",0,0,"D",2.2,2.62,3.4,2.25,2.65,3.2,2.3,2.3,3.1,2.3,2.62,3.2,2.25,2.6,3.25,NA,NA,1.65,2.15,0,NA,NA,NA,NA,NA,NA
"121","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","SP2","19/10/03","Salamanca","Malaga B",1,1,"D",0,1,"A",1.8,2.75,5,1.8,2.8,4.5,1.85,2.4,4.3,1.83,2.7,4.75,1.85,2.85,4.1,NA,NA,1.8,2,-0.5,NA,NA,NA,NA,NA,NA
"123","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","SP2","19/10/03","Terrassa","Ciudad de Murcia",0,0,"D",0,0,"D",2.25,2.75,3.2,2.3,2.65,3.1,2.4,2.5,2.8,2.3,2.62,3.2,2.25,2.65,3.15,NA,NA,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"125","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","SP2","19/10/03","Vallecano","Numancia",2,5,"A",1,2,"A",2.1,2.75,3.6,2.2,2.65,3.3,2.2,2.6,3,2.2,2.62,3.4,2.2,2.65,3.3,NA,NA,1.95,1.85,-0.25,NA,NA,NA,NA,NA,NA
"127","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","SP2","19/10/03","Xerez","Tenerife",0,0,"D",0,0,"D",2.25,2.62,3.4,2.25,2.6,3.3,2.4,2.1,3.5,2.3,2.5,3.4,2.3,2.5,3.3,NA,NA,1.65,2.15,0,NA,NA,NA,NA,NA,NA
"129","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","SP2","24/10/03","Ciudad de Murcia","Vallecano",2,1,"H",0,0,"D",2.3,2.5,3.4,2.45,2.4,3.2,2.4,2.3,3,2.4,2.5,3.25,2.3,2.6,3.15,2.3,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","SP2","25/10/03","Algeciras","Recreativo",2,2,"D",0,1,"A",2.5,2.5,3.1,2.55,2.4,3.1,2.5,2.2,3,2.4,2.5,3.25,2.4,2.55,3.05,2.45,1.41,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"133","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","SP2","25/10/03","Eibar","Terrassa",3,1,"H",0,0,"D",1.9,2.8,4,1.95,2.5,4.5,1.85,2.5,4.1,1.9,2.62,4.5,1.95,2.7,3.9,2.45,1.41,1.95,1.75,-0.5,NA,NA,NA,NA,NA,NA
"135","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","SP2","25/10/03","Numancia","Elche",2,0,"H",0,0,"D",2.1,2.7,3.6,2.05,2.5,4,1.9,2.5,3.9,2.1,2.6,3.75,1.95,2.7,3.9,2.3,1.46,1.8,1.9,-0.25,NA,NA,NA,NA,NA,NA
"137","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","SP2","26/10/03","Alaves","Cordoba",1,0,"H",0,0,"D",1.72,2.75,5.5,1.8,2.7,5,1.8,2.5,4.4,1.8,2.75,4.75,1.85,2.75,4.3,2.45,1.41,1.8,1.9,-0.5,NA,NA,NA,NA,NA,NA
"139","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","SP2","26/10/03","Almeria","Levante",1,0,"H",0,0,"D",2.37,2.5,3.25,2.45,2.4,3.2,2.4,2.3,3,2.4,2.4,3.4,2.35,2.65,3,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"141","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","SP2","26/10/03","Cadiz","Leganes",1,2,"A",0,1,"A",2,2.62,4,2.05,2.5,4,2.1,2.3,3.7,2,2.6,4.2,2,2.7,3.75,2.3,1.46,1.8,1.9,-0.25,NA,NA,NA,NA,NA,NA
"143","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","SP2","26/10/03","Getafe","Salamanca",1,1,"D",1,1,"D",2.2,2.5,3.75,2.25,2.4,3.7,2.2,2.3,3.4,2.25,2.5,3.6,2.25,2.6,3.25,2.45,1.41,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"145","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","SP2","26/10/03","Malaga B","Las Palmas",0,1,"A",0,1,"A",2.5,2.5,3.1,2.55,2.4,3.1,2.6,2.3,2.8,2.5,2.5,3.1,2.5,2.55,2.9,2.2,1.51,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"147","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","SP2","26/10/03","Sp Gijon","Xerez",3,0,"H",1,0,"H",2.25,2.5,3.5,2.35,2.4,3.4,2.4,2.3,3,2.37,2.4,3.5,2.3,2.6,3.15,2.45,1.41,1.95,1.75,-0.25,NA,NA,NA,NA,NA,NA
"149","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","SP2","26/10/03","Tenerife","Poli Ejido",0,1,"A",0,0,"D",1.8,2.7,5,1.8,2.7,5,1.7,2.7,4.5,1.8,2.75,4.75,1.85,2.7,4.4,2.2,1.51,1.8,1.9,-0.5,NA,NA,NA,NA,NA,NA
"151","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","SP2","01/11/03","Las Palmas","Getafe",1,1,"D",0,1,"A",2.2,2.62,3.5,2.22,2.5,3.5,2.1,2.3,3.6,2.3,2.6,3.25,2.15,2.6,3.5,2.3,1.46,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"153","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","SP2","01/11/03","Recreativo","Cadiz",1,0,"H",0,0,"D",2.37,2.7,3,2.3,2.5,3.25,2.2,2.3,3.4,2.38,2.5,3.25,2.3,2.65,3.05,2.2,1.51,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"155","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","SP2","01/11/03","Terrassa","Tenerife",1,1,"D",0,0,"D",2.75,2.75,2.5,2.7,2.6,2.65,3.2,2.3,2.3,2.8,2.6,2.6,2.6,2.65,2.65,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"157","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","SP2","01/11/03","Vallecano","Eibar",0,1,"A",0,0,"D",2.3,2.7,3.1,2.3,2.5,3.3,2.1,2.5,3.3,2.3,2.6,3.25,2.3,2.6,3.15,2.2,1.51,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"159","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","SP2","02/11/03","Cordoba","Algeciras",2,0,"H",0,0,"D",2.2,2.62,3.5,2.2,2.55,3.45,2,2.3,3.8,2.2,2.6,3.5,2.15,2.6,3.5,2.3,1.46,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"161","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","SP2","02/11/03","Elche","Ciudad de Murcia",2,2,"D",2,1,"H",2.2,2.62,3.5,2.2,2.55,3.4,2.1,2.3,3.6,2.2,2.6,3.5,2.25,2.7,3.1,NA,NA,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"163","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","SP2","02/11/03","Leganes","Numancia",0,2,"A",0,0,"D",2.5,2.62,2.87,2.48,2.5,3,2.4,2.4,2.9,2.6,2.5,2.9,2.4,2.6,3,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"165","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","SP2","02/11/03","Levante","Malaga B",1,0,"H",0,0,"D",1.53,3,7.5,1.6,2.9,6,1.6,2.9,4.8,1.6,3.1,5.5,NA,NA,NA,2,1.61,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"167","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","SP2","02/11/03","Poli Ejido","Sp Gijon",0,0,"D",0,0,"D",2.37,2.7,3,2.3,2.55,3.25,2.4,2.4,2.9,2.38,2.6,3.1,2.25,2.7,3.1,2.2,1.51,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"169","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","SP2","02/11/03","Salamanca","Alaves",3,1,"H",2,1,"H",2.5,2.62,2.87,2.5,2.55,2.9,2.6,2.4,2.7,2.5,2.6,2.9,2.5,2.65,2.8,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"171","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","SP2","02/11/03","Xerez","Almeria",0,1,"A",0,1,"A",2.5,2.5,3.1,2.4,2.55,3.05,2.5,2.3,2.9,2.4,2.5,3.25,2.4,2.6,3,2.3,1.46,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"173","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","SP2","08/11/03","Alaves","Las Palmas",1,0,"H",0,0,"D",1.9,2.75,4.2,2.05,2.5,4.1,1.9,2.6,3.8,2,2.62,4,2.05,2.7,3.55,2.3,1.46,1.8,2,-0.25,NA,NA,NA,NA,NA,NA
"175","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","SP2","09/11/03","Algeciras","Salamanca",0,1,"A",0,0,"D",2.5,2.5,3.1,2.55,2.4,3.1,2.7,2.2,2.9,2.6,2.4,3.1,2.4,2.5,3.1,2.3,1.46,1.9,1.9,0,NA,NA,NA,NA,NA,NA
"177","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","SP2","08/11/03","Almeria","Poli Ejido",3,1,"H",1,0,"H",1.8,2.75,5,1.73,2.7,5.3,1.8,2.6,4.2,1.75,2.8,5,1.7,2.7,5.6,2.1,1.56,1.73,2.07,-0.5,NA,NA,NA,NA,NA,NA
"179","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","SP2","09/11/03","Cadiz","Numancia",2,0,"H",1,0,"H",2.62,2.62,2.75,2.6,2.5,2.9,2.6,2.4,2.7,2.6,2.5,2.9,2.8,2.7,2.45,2.1,1.56,1.9,1.9,0,NA,NA,NA,NA,NA,NA
"181","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","SP2","09/11/03","Ciudad de Murcia","Leganes",1,1,"D",0,0,"D",2.37,2.62,3.1,2.25,2.5,3.5,2.3,2.3,3.2,2.3,2.5,3.4,2.2,2.65,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","SP2","09/11/03","Eibar","Elche",0,1,"A",0,0,"D",2.1,2.75,3.5,2.1,2.5,3.9,2.2,2.4,3.3,2.1,2.6,3.75,2,2.65,3.85,2.3,1.46,1.85,1.95,-0.25,NA,NA,NA,NA,NA,NA
"185","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","SP2","09/11/03","Getafe","Levante",0,0,"D",0,0,"D",2.5,2.62,2.87,2.6,2.4,3,2.6,2.2,3,2.5,2.5,3.1,2.45,2.5,3.05,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"187","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","SP2","09/11/03","Malaga B","Xerez",5,2,"H",1,0,"H",2.62,2.5,2.87,2.65,2.45,2.9,2.7,2.3,2.7,2.62,2.5,2.87,2.7,2.55,2.65,2.45,1.41,1.9,1.9,0,NA,NA,NA,NA,NA,NA
"189","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","SP2","09/11/03","Recreativo","Cordoba",0,2,"A",0,1,"A",2,2.75,3.8,1.95,2.55,4.3,2,2.3,4,1.9,2.62,4.5,2,2.65,3.85,2.6,1.38,1.95,1.85,-0.5,NA,NA,NA,NA,NA,NA
"191","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","SP2","09/11/03","Sp Gijon","Terrassa",1,0,"H",1,0,"H",1.72,2.87,5,1.75,2.65,5.2,1.7,2.6,4.8,1.8,2.7,5,1.75,2.8,4.75,2.2,1.51,1.75,2.08,-0.5,NA,NA,NA,NA,NA,NA
"193","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","SP2","09/11/03","Tenerife","Vallecano",2,1,"H",1,1,"D",1.83,2.8,4.5,1.95,2.55,4.3,2,2.4,3.8,2,2.6,4.2,1.9,2.8,3.9,2.3,1.46,1.95,1.85,-0.5,NA,NA,NA,NA,NA,NA
"195","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","SP2","15/11/03","Cordoba","Cadiz",1,0,"H",0,0,"D",2.62,2.5,2.87,2.35,2.6,3.1,2.2,2.4,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.2,1.51,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"197","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","SP2","15/11/03","Las Palmas","Algeciras",2,2,"D",0,2,"A",1.9,2.62,4.5,1.9,2.6,4.5,1.8,2.6,4.2,1.91,2.62,4.5,1.91,2.62,4.5,2.3,1.46,1.9,1.9,-0.5,NA,NA,NA,NA,NA,NA
"199","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","SP2","15/11/03","Leganes","Eibar",1,2,"A",0,0,"D",2.5,2.5,3.1,2.4,2.5,3.15,2.2,2.4,3.2,2.4,2.5,3.2,2.4,2.5,3.2,2.45,1.41,1.8,2,0,NA,NA,NA,NA,NA,NA
"201","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","SP2","15/11/03","Levante","Alaves",0,0,"D",0,0,"D",2.1,2.6,3.75,2.05,2.7,3.6,2.1,2.4,3.4,2.1,2.6,3.75,2.1,2.6,3.75,2.3,1.46,1.8,2,-0.25,NA,NA,NA,NA,NA,NA
"203","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","SP2","16/11/03","Elche","Tenerife",2,0,"H",0,0,"D",2.4,2.5,3.25,2.4,2.5,3.15,2.4,2.3,3,2.4,2.5,3.25,2.4,2.5,3.25,2.2,1.51,1.8,2,0,NA,NA,NA,NA,NA,NA
"205","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","SP2","16/11/03","Numancia","Ciudad de Murcia",7,0,"H",3,0,"H",1.9,2.62,4.5,1.8,2.65,5,1.8,2.6,4.2,1.8,2.75,4.75,1.8,2.75,4.75,2.2,1.51,1.8,2,-0.5,NA,NA,NA,NA,NA,NA
"207","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","SP2","16/11/03","Poli Ejido","Malaga B",1,2,"A",1,1,"D",2.1,2.62,3.75,1.95,2.55,4.3,1.9,2.6,3.8,2,2.6,4.2,2,2.6,4.2,2.45,1.41,1.95,1.85,-0.5,NA,NA,NA,NA,NA,NA
"209","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","SP2","16/11/03","Salamanca","Recreativo",1,1,"D",0,1,"A",2.25,2.5,3.6,2.2,2.45,3.65,2.3,2.4,3,2.25,2.6,3.4,2.25,2.6,3.4,2.2,1.51,1.6,2.2,0,NA,NA,NA,NA,NA,NA
"211","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","SP2","16/11/03","Terrassa","Almeria",0,0,"D",0,0,"D",3.4,2.6,2.25,3.15,2.55,2.35,3.2,2.4,2.2,3.4,2.6,2.25,3.4,2.6,2.25,2.3,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","SP2","16/11/03","Vallecano","Sp Gijon",2,1,"H",1,0,"H",2.6,2.6,2.8,2.4,2.55,3.05,2.3,2.6,2.8,2.5,2.6,2.9,2.5,2.6,2.9,2.3,1.46,1.8,2,0,NA,NA,NA,NA,NA,NA
"215","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","SP2","16/11/03","Xerez","Getafe",1,2,"A",0,1,"A",2.4,2.5,3.25,2.3,2.4,3.5,2.4,2.3,3,2.38,2.5,3.25,2.38,2.5,3.25,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"217","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","SP2","22/11/03","Algeciras","Levante",0,1,"A",0,0,"D",NA,NA,NA,3.05,2.55,2.45,2.9,2.4,2.4,2.9,2.5,2.6,3,2.6,2.4,2.3,1.46,1.95,1.75,0,NA,NA,NA,NA,NA,NA
"219","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","SP2","22/11/03","Eibar","Numancia",1,1,"D",0,1,"A",NA,NA,NA,2.45,2.5,3.15,2.4,2.5,2.8,2.5,2.6,2.9,2.4,2.6,3,2.1,1.56,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"221","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","SP2","22/11/03","Tenerife","Leganes",0,0,"D",0,0,"D",NA,NA,NA,2.1,2.6,3.75,2,2.4,3.9,2,2.6,4.2,2.1,2.6,3.6,2.2,1.51,1.8,1.9,-0.25,NA,NA,NA,NA,NA,NA
