"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","GBAHH","GBAHA","GBAH","X","X.1","X.2","X.3","X.4","X.5"
"340","SP2","04/01/04","Poli Ejido","Salamanca",1,3,"A",0,3,"A",2.5,2.5,3.1,2.4,2.55,3.15,2.4,2.3,3,2.4,2.5,3.25,2.4,2.6,3,2.3,1.48,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"341","SP2","04/01/04","Vallecano","Recreativo",1,2,"A",1,0,"H",2.1,2.6,3.75,2.15,2.65,3.5,2.1,2.5,3.4,2.2,2.6,3.5,2,2.7,3.75,2.05,1.6,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"342","SP2","04/01/04","Xerez","Las Palmas",4,4,"D",3,3,"D",2.3,2.6,3.25,2.35,2.53,3.25,2.3,2.2,3.4,2.3,2.5,3.4,2.37,2.7,2.9,2.25,1.5,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"343","SP2","10/01/04","Almeria","Tenerife",0,0,"D",0,0,"D",1.9,2.62,4.5,2,2.55,4.2,2.2,2.4,3.4,2,2.6,4.2,2,2.75,3.65,2.2,1.51,1.7,2.05,-0.25,NA,NA,NA,NA,NA,NA
"344","SP2","10/01/04","Getafe","Ciudad de Murcia",2,2,"D",0,1,"A",2,2.7,4,2.1,2.5,4,2,2.4,3.8,2,2.6,4.2,2.1,2.7,3.45,2,1.61,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"345","SP2","10/01/04","Las Palmas","Poli Ejido",0,0,"D",0,0,"D",2.2,2.6,3.5,2.25,2.55,3.35,2.1,2.4,3.6,2.2,2.6,3.5,2.2,2.7,3.2,2.1,1.56,1.63,2.15,0,NA,NA,NA,NA,NA,NA
"346","SP2","11/01/04","Alaves","Numancia",1,1,"D",1,1,"D",2.2,2.62,3.4,2.25,2.55,3.35,2.1,2.5,3.4,2.25,2.6,3.4,2.2,2.65,3.3,2.1,1.56,1.63,2.15,0,NA,NA,NA,NA,NA,NA
"347","SP2","11/01/04","Algeciras","Leganes",1,2,"A",0,2,"A",2.62,2.62,2.75,2.75,2.5,2.7,3,2.4,2.3,2.75,2.5,2.75,2.6,2.6,2.7,2,1.61,1.86,1.85,0,NA,NA,NA,NA,NA,NA
"348","SP2","11/01/04","Cadiz","Sp Gijon",0,1,"A",0,0,"D",2.2,2.62,3.4,2.25,2.55,3.35,2.2,2.5,3.2,2.25,2.6,3.4,2.25,2.7,3.1,2,1.61,1.63,2.15,0,NA,NA,NA,NA,NA,NA
"349","SP2","11/01/04","Cordoba","Vallecano",2,3,"A",1,1,"D",2,2.7,4,2.1,2.55,3.8,2.1,2.6,3.2,2.05,2.7,3.75,2.15,2.7,3.3,2.2,1.51,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"350","SP2","11/01/04","Levante","Xerez",0,1,"A",0,0,"D",1.61,3,6,1.7,2.75,5.75,1.7,2.6,5,1.67,2.88,5.5,1.6,2.9,6,2.1,1.56,1.7,2.05,-0.5,NA,NA,NA,NA,NA,NA
"351","SP2","11/01/04","Malaga B","Eibar",1,0,"H",1,0,"H",2.87,2.62,2.5,2.95,2.55,2.5,3,2.4,2.3,2.9,2.6,2.5,2.9,2.6,2.45,2.2,1.51,1.95,1.77,0,NA,NA,NA,NA,NA,NA
"352","SP2","11/01/04","Recreativo","Elche",3,0,"H",3,0,"H",2.25,2.6,3.4,2.32,2.55,3.25,2.2,2.4,3.4,2.3,2.5,3.5,2.2,2.6,3.35,2.3,1.46,1.75,1.98,0,NA,NA,NA,NA,NA,NA
"353","SP2","11/01/04","Salamanca","Terrassa",2,3,"A",0,2,"A",2.1,2.62,3.75,2.2,2.55,3.55,2.1,2.5,3.4,2.1,2.62,3.75,2.2,2.55,3.45,2.1,1.56,1.6,2.2,0,NA,NA,NA,NA,NA,NA
"354","SP2","17/01/04","Elche","Cordoba",1,1,"D",1,1,"D",2.2,2.75,3.25,2.2,2.5,3.55,2.3,2.4,3.1,2.1,2.6,3.75,2.3,2.7,3,2.2,1.51,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"355","SP2","17/01/04","Leganes","Recreativo",0,2,"A",0,0,"D",2.37,2.7,3,2.4,2.5,3.2,2.3,2.5,3,2.4,2.5,3.25,2.35,2.65,3,2.2,1.51,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"356","SP2","17/01/04","Terrassa","Las Palmas",2,2,"D",1,2,"A",1.9,2.7,4.33,2.2,2.5,3.55,2.3,2.4,3.1,2.2,2.6,3.5,2.15,2.7,3.3,2.3,1.46,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"357","SP2","18/01/04","Cadiz","Xerez",2,2,"D",1,0,"H",1.9,2.7,4.33,1.95,2.65,4.1,2,2.4,3.8,1.85,2.7,4.75,2,2.75,3.65,2.2,1.51,1.95,1.77,-0.5,NA,NA,NA,NA,NA,NA
"358","SP2","18/01/04","Ciudad de Murcia","Alaves",0,1,"A",0,0,"D",2.5,2.62,2.87,2.5,2.45,3.05,2.5,2.4,2.9,2.5,2.5,3.1,2.35,2.65,3,2,1.61,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"359","SP2","18/01/04","Eibar","Getafe",2,0,"H",1,0,"H",2.37,2.7,3,2.4,2.5,3.2,2.4,2.3,3.1,2.38,2.5,3.3,2.4,2.65,2.9,2.3,1.46,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"360","SP2","18/01/04","Numancia","Algeciras",0,1,"A",0,0,"D",1.5,3.25,6.5,1.45,3.3,7,1.5,3,6,1.44,3.3,7.5,1.4,3.3,8.5,1.95,1.66,1.8,1.91,-1,NA,NA,NA,NA,NA,NA
"361","SP2","18/01/04","Poli Ejido","Levante",1,0,"H",0,0,"D",3,2.7,2.37,3.05,2.5,2.45,2.9,2.4,2.5,3.25,2.6,2.3,3.05,2.7,2.3,2.3,1.51,1.75,1.97,0.25,NA,NA,NA,NA,NA,NA
"362","SP2","18/01/04","Sp Gijon","Almeria",2,0,"H",0,0,"D",2.25,2.6,3.4,1.9,2.7,4.2,1.8,2.6,4.4,1.91,2.7,4.33,2,2.75,3.65,2.45,1.41,1.9,1.81,-0.5,NA,NA,NA,NA,NA,NA
"363","SP2","18/01/04","Tenerife","Malaga B",0,1,"A",0,1,"A",1.9,2.7,4.33,2,2.6,4,1.85,2.5,4.3,1.91,2.7,4.33,2,2.75,3.65,2.2,1.51,2,1.73,-0.5,NA,NA,NA,NA,NA,NA
"364","SP2","18/01/04","Vallecano","Salamanca",1,1,"D",1,0,"H",2.1,2.75,3.5,2.3,2.5,3.35,2.2,2.5,3.2,2.3,2.6,3.25,2.3,2.65,3.1,1.95,1.66,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"365","SP2","24/01/04","Almeria","Cadiz",1,2,"A",1,0,"H",2.3,2.7,3.1,2.45,2.55,3,2.4,2.4,2.9,2.38,2.62,3.1,2.45,2.65,2.85,2.2,1.51,1.81,1.9,0,NA,NA,NA,NA,NA,NA
"366","SP2","24/01/04","Getafe","Tenerife",1,0,"H",0,0,"D",1.9,2.62,4.5,2,2.4,4.5,2,2.4,3.8,2,2.62,4.2,2.1,2.4,4,2.2,1.51,2,1.73,-0.5,NA,NA,NA,NA,NA,NA
"367","SP2","24/01/04","Las Palmas","Vallecano",1,0,"H",0,0,"D",2.3,2.62,3.25,2.4,2.5,3.1,2.4,2.3,3,2.4,2.5,3.25,2.3,2.65,3.1,1.85,1.74,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"368","SP2","24/01/04","Levante","Terrassa",2,1,"H",2,1,"H",1.8,2.7,5,1.85,2.7,4.5,1.9,2.5,3.9,1.85,2.7,4.75,1.95,2.7,3.9,2,1.61,1.85,1.86,-0.5,NA,NA,NA,NA,NA,NA
"369","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","SP2","25/01/04","Alaves","Eibar",0,2,"A",0,0,"D",2.1,2.5,4,2,2.6,4,1.9,2.5,3.9,2,2.6,4.2,2,2.7,3.75,2.45,1.41,1.79,1.92,-0.25,NA,NA,NA,NA,NA,NA
"371","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","SP2","25/01/04","Algeciras","Ciudad de Murcia",2,0,"H",2,0,"H",2.6,2.62,2.75,2.7,2.5,2.7,2.7,2.4,2.7,2.7,2.6,2.7,2.5,2.65,2.8,NA,NA,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"373","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","SP2","25/01/04","Cordoba","Leganes",1,3,"A",0,1,"A",2.25,2.62,3.3,2.35,2.5,3.2,2.1,2.5,3.3,2.3,2.6,3.25,2.25,2.65,3.2,2.3,1.46,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"375","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","SP2","25/01/04","Recreativo","Numancia",2,0,"H",0,0,"D",2.5,2.6,2.9,2.5,2.5,3,2.4,2.4,2.9,2.5,2.6,2.9,2.4,2.6,3,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"377","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","SP2","25/01/04","Salamanca","Elche",3,0,"H",1,0,"H",2.2,2.6,3.5,2.3,2.5,3.3,2.2,2.4,3.3,2.25,2.6,3.4,2.3,2.65,3.1,2,1.61,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"379","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","SP2","25/01/04","Xerez","Poli Ejido",1,0,"H",0,0,"D",2.2,2.6,3.5,2.2,2.5,3.55,2.2,2.3,3.4,2.2,2.6,3.5,2.3,2.7,3,2.2,1.51,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"381","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","SP2","26/01/04","Malaga B","Sp Gijon",0,0,"D",0,0,"D",3.4,2.6,2.25,3.1,2.55,2.4,2.6,2.7,2.4,3.25,2.5,2.38,NA,NA,NA,NA,NA,1.95,1.77,0,NA,NA,NA,NA,NA,NA
"383","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","SP2","31/01/04","Alaves","Tenerife",0,0,"D",0,0,"D",1.727,2.75,5.5,1.75,2.7,5.2,1.75,2.5,4.8,1.7,2.9,5.2,1.8,2.7,4.75,2.45,1.41,1.75,1.97,-0.5,NA,NA,NA,NA,NA,NA
"385","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","SP2","31/01/04","Las Palmas","Elche",1,2,"A",0,2,"A",2.25,2.6,3.4,2.35,2.5,3.2,2.3,2.4,3,2.37,2.6,3.1,2.25,2.5,3.4,2.2,1.51,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"387","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","SP2","31/01/04","Xerez","Terrassa",0,1,"A",0,0,"D",2.25,2.6,3.4,2.3,2.5,3.4,2.3,2.5,2.9,2.3,2.5,3.4,2.3,2.45,3.4,2,1.61,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"389","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","SP2","01/02/04","Algeciras","Eibar",2,2,"D",0,2,"A",2.9,2.6,2.5,2.85,2.55,2.55,2.8,2.5,2.4,2.9,2.6,2.5,2.9,2.5,2.55,2.45,1.41,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"391","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","SP2","01/02/04","Cordoba","Numancia",0,0,"D",0,0,"D",2.6,2.6,2.8,2.5,2.6,2.85,2.4,2.4,2.9,2.6,2.5,2.9,2.5,2.5,2.95,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"393","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","SP2","01/02/04","Getafe","Sp Gijon",0,2,"A",0,0,"D",2.5,2.5,3.1,2.4,2.5,3.15,2.4,2.4,2.9,2.5,2.5,3.1,2.45,2.4,3.2,2.3,1.46,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"395","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","SP2","01/02/04","Levante","Vallecano",3,1,"H",0,1,"A",1.727,2.75,5.5,1.8,2.7,4.75,1.8,2.6,4.2,1.7,2.9,5.2,1.65,3,5,2,1.61,1.8,1.91,-0.5,NA,NA,NA,NA,NA,NA
"397","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","SP2","01/02/04","Malaga B","Almeria",2,2,"D",1,1,"D",2.4,2.6,3.1,2.45,2.45,3.1,2.2,2.4,3.3,2.5,2.5,3.1,2.5,2.5,2.95,2.45,1.41,1.81,1.9,0,NA,NA,NA,NA,NA,NA
"399","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","SP2","01/02/04","Poli Ejido","Cadiz",1,0,"H",0,0,"D",2.7,2.6,2.7,2.65,2.65,2.65,2.5,2.7,2.5,2.7,2.6,2.7,2.6,2.55,2.75,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"401","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","SP2","01/02/04","Recreativo","Ciudad de Murcia",1,1,"D",1,0,"H",2,2.5,4.333,1.9,2.65,4.3,1.8,2.6,4.2,2,2.7,4,1.95,2.6,4.2,1.85,1.74,1.9,1.81,-0.5,NA,NA,NA,NA,NA,NA
"403","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","SP2","01/02/04","Salamanca","Leganes",3,1,"H",1,1,"D",2.25,2.6,3.4,2.35,2.5,3.2,2.4,2.4,2.9,2.3,2.5,3.4,2.3,2.5,3.3,1.95,1.66,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"405","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","SP2","07/02/04","Cadiz","Malaga B",0,1,"A",0,1,"A",1.727,2.875,5,1.75,2.75,5,1.7,2.7,4.4,1.7,2.87,5.25,1.75,2.75,5,2,1.65,1.75,1.97,-0.5,NA,NA,NA,NA,NA,NA
"407","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","SP2","07/02/04","Eibar","Recreativo",1,1,"D",0,1,"A",2.25,2.5,3.6,2.3,2.5,3.35,2.3,2.4,3,2.2,2.5,3.75,2.25,2.55,3.3,2.4,1.45,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"409","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","SP2","07/02/04","Elche","Levante",1,0,"H",0,0,"D",2.625,2.5,2.875,2.55,2.6,2.8,2.5,2.4,2.8,2.75,2.5,2.75,2.5,2.6,2.85,2.3,1.5,1.85,1.86,0,NA,NA,NA,NA,NA,NA
"411","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","SP2","07/02/04","Leganes","Las Palmas",0,2,"A",0,0,"D",2.25,2.5,3.6,2.25,2.5,3.4,2.2,2.4,3.3,2.25,2.5,3.5,2.25,2.55,3.3,2.3,1.5,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"413","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","SP2","08/02/04","Almeria","Getafe",0,1,"A",0,0,"D",2.4,2.5,3.2,2.4,2.55,3.1,2.4,2.4,2.9,2.4,2.5,3.2,2.3,2.6,3.15,2.1,1.6,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"415","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","SP2","08/02/04","Ciudad de Murcia","Cordoba",1,2,"A",0,1,"A",2.25,2.5,3.6,2.3,2.55,3.3,2.3,2.4,3,2.25,2.5,3.6,2.3,2.6,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","SP2","08/02/04","Numancia","Salamanca",0,0,"D",0,0,"D",2,2.6,4,2.05,2.6,3.8,2.1,2.4,3.5,2,2.6,4.2,2,2.7,3.75,2.4,1.45,1.79,1.92,-0.25,NA,NA,NA,NA,NA,NA
"419","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","SP2","08/02/04","Sp Gijon","Alaves",2,0,"H",1,0,"H",2,2.6,4,2,2.65,3.9,2,2.5,3.5,2,2.7,4,2,2.65,3.85,2.4,1.45,1.75,1.97,-0.25,NA,NA,NA,NA,NA,NA
"421","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","SP2","08/02/04","Tenerife","Algeciras",0,0,"D",0,0,"D",2.1,2.75,3.5,2.05,2.6,3.8,2.2,2.4,3.3,2.1,2.6,3.8,2.3,2.6,3.15,2.4,1.45,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"423","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","SP2","08/02/04","Terrassa","Poli Ejido",2,0,"H",1,0,"H",2.25,2.5,3.6,2.2,2.55,3.5,2.2,2.4,3.3,2.2,2.6,3.4,2.2,2.5,3.55,2.3,1.5,1.85,1.86,-0.25,NA,NA,NA,NA,NA,NA
"425","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","SP2","08/02/04","Vallecano","Xerez",2,1,"H",1,0,"H",2.375,2.5,3.25,2.3,2.5,3.35,2.3,2.4,3,2.4,2.5,3.25,2.2,2.55,3.45,2.1,1.65,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"427","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","SP2","14/02/04","Las Palmas","Numancia",2,1,"H",1,0,"H",2.5,2.625,2.875,2.5,2.45,3,2.4,2.4,2.9,2.62,2.5,2.87,2.4,2.65,2.9,2.3,1.46,1.75,1.97,0,NA,NA,NA,NA,NA,NA
"429","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","SP2","14/02/04","Poli Ejido","Vallecano",1,0,"H",1,0,"H",2.25,2.7,3.2,2.3,2.6,3.2,2.3,2.5,2.9,2.3,2.62,3.25,2.4,2.65,2.9,2.1,1.56,1.97,1.75,-0.25,NA,NA,NA,NA,NA,NA
"431","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","SP2","14/02/04","Recreativo","Tenerife",0,0,"D",0,0,"D",1.727,2.875,5,1.8,2.6,5,1.8,2.5,4.4,1.85,2.62,5,1.65,2.9,5.3,2.3,1.46,1.85,1.71,-0.5,NA,NA,NA,NA,NA,NA
"433","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","SP2","15/02/04","Alaves","Almeria",2,0,"H",0,0,"D",1.8,2.7,5,1.75,2.75,5,1.7,2.7,4.4,1.8,2.7,5,1.65,2.9,5.3,2.3,1.46,1.85,1.7,-0.5,NA,NA,NA,NA,NA,NA
"435","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","SP2","15/02/04","Algeciras","Sp Gijon",0,3,"A",0,2,"A",3.25,2.75,2.2,3.25,2.6,2.25,3.1,2.5,2.2,3.4,2.6,2.25,3.75,2.7,2,2.2,1.51,1.77,1.95,0.25,NA,NA,NA,NA,NA,NA
"437","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","SP2","15/02/04","Cordoba","Eibar",1,0,"H",0,0,"D",2.5,2.625,2.875,2.55,2.5,2.9,2.4,2.4,2.9,2.6,2.5,2.9,2.4,2.7,2.85,2.45,1.41,1.83,1.88,0,NA,NA,NA,NA,NA,NA
"439","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","SP2","15/02/04","Getafe","Malaga B",2,1,"H",0,0,"D",1.727,2.875,5,1.75,2.75,5,1.75,2.6,4.4,1.75,2.75,5.25,1.65,2.9,5.3,2.3,1.46,1.8,1.73,-0.5,NA,NA,NA,NA,NA,NA
"441","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","SP2","15/02/04","Levante","Leganes",1,0,"H",0,0,"D",1.727,2.875,5,1.8,2.7,5,1.75,2.6,4.4,1.75,2.75,5.25,1.65,2.9,5.3,1.9,1.7,1.8,1.75,-0.5,NA,NA,NA,NA,NA,NA
"443","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","SP2","15/02/04","Salamanca","Ciudad de Murcia",1,2,"A",1,2,"A",1.909,2.75,4.2,1.95,2.65,4.1,1.85,2.6,3.9,1.9,2.62,4.5,1.95,2.7,3.9,NA,NA,2,1.59,-0.5,NA,NA,NA,NA,NA,NA
"445","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","SP2","15/02/04","Terrassa","Cadiz",1,0,"H",0,0,"D",2.3,2.625,3.2,2.25,2.55,3.4,2.2,2.4,3.3,2.3,2.62,3.2,2.2,2.7,3.2,2.45,1.41,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"447","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","SP2","15/02/04","Xerez","Elche",2,1,"H",0,1,"A",2.375,2.625,3.1,2.45,2.5,3.1,2.4,2.4,2.9,2.4,2.5,3.2,2.45,2.65,2.85,2.2,1.51,1.73,2,0,NA,NA,NA,NA,NA,NA
"449","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","SP2","21/02/04","Cadiz","Getafe",2,1,"H",1,0,"H",2.3,2.5,3.4,2.4,2.55,3.1,2.3,2.5,2.9,2.4,2.6,3.1,2.3,2.55,3.2,2.3,1.46,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"451","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","SP2","21/02/04","Ciudad de Murcia","Las Palmas",3,1,"H",1,0,"H",2.4,2.5,3.2,2.35,2.5,3.25,2.4,2.4,2.9,2.3,2.6,3.25,2.35,2.5,3.2,2.1,1.56,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
