"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","WHH","WHD","WHA"
"147","SP1","17/12/00","Oviedo","Santander",1,0,"H",1,0,"H",1.65,3.25,4.8,1.7,3.1,3.8,1.61,3.25,5,1.62,3.25,5,1.66,3.3,4.5
"148","SP1","17/12/00","Valencia","Malaga",2,0,"H",1,0,"H",1.35,4.2,7.5,1.4,3.6,5.5,1.33,4,8,1.36,3.75,8,1.35,3.75,8
"149","SP1","17/12/00","Valladolid","Ath Bilbao",0,0,"D",0,0,"D",2,2.9,3.6,2,2.8,3.1,2,3,3.4,2,3,3.3,2,3.2,3.2
"150","SP1","19/12/00","Real Madrid","Vallecano",3,1,"H",2,0,"H",1.4,3.8,6.5,1.5,3.4,4.7,1.36,3.75,8,1.4,3.75,7,1.4,3.75,7
"151","SP1","20/12/00","Ath Bilbao","Valencia",1,1,"D",1,0,"H",2.6,3,2.4,2.2,2.9,2.7,2.6,3.2,2.37,2.75,3.1,2.25,2.6,3.1,2.4
"152","SP1","20/12/00","Barcelona","Alaves",3,2,"H",1,0,"H",1.35,4,8,1.35,3.8,6.2,1.4,3.75,7,1.44,3.6,6.5,1.4,3.75,7
"153","SP1","20/12/00","La Coruna","Oviedo",3,0,"H",1,0,"H",1.3,4,9.5,1.25,4.3,8,1.25,4.5,10,1.3,4,8.5,1.25,4.33,11
"154","SP1","20/12/00","Las Palmas","Osasuna",3,2,"H",0,0,"D",1.75,3.2,4.1,1.8,3,3.5,1.67,3.25,4.5,1.73,3.2,4.33,NA,NA,NA
"155","SP1","20/12/00","Malaga","Sociedad",3,0,"H",2,0,"H",1.65,3,6,1.7,3.1,3.8,1.61,3.5,4.5,1.53,3.25,5,1.66,3.4,4.33
"156","SP1","20/12/00","Mallorca","Espanol",3,2,"H",1,2,"A",1.75,3.2,4.1,1.8,3,3.5,1.73,3.4,4,1.67,3.3,4.5,1.72,3.2,4.33
"157","SP1","20/12/00","Numancia","Celta",4,2,"H",2,1,"H",2.3,3,2.75,2.3,2.9,2.5,2.37,3.2,2.6,2.3,3.1,2.75,2.25,3.2,2.75
"158","SP1","20/12/00","Santander","Valladolid",2,2,"D",2,1,"H",1.9,3.1,3.6,1.9,2.9,3.2,1.91,3.2,3.5,2,3.1,3.3,1.9,3.2,3.5
"159","SP1","20/12/00","Villarreal","Zaragoza",1,1,"D",1,0,"H",2.2,3.2,2.85,2.1,2.9,2.9,2.2,3.2,2.8,2.1,3.2,3,2.1,3,3.2
"160","SP1","06/01/01","Malaga","Ath Bilbao",2,1,"H",2,0,"H",1.95,3,3.5,1.9,3,3.1,1.73,3.2,4.33,1.8,3.1,4,1.83,3.2,3.75
"161","SP1","07/01/01","Alaves","Real Madrid",1,3,"A",1,1,"D",3.1,3,2.1,2.9,2.9,2.1,2.75,3.25,2.2,3,3,2.2,2.8,3.2,2.2
"162","SP1","07/01/01","Celta","Las Palmas",0,1,"A",0,1,"A",1.6,3.3,6,1.55,3.3,4.5,1.67,3.25,4.5,1.62,3.3,5,1.66,3.25,4.5
"163","SP1","07/01/01","Espanol","Numancia",2,0,"H",2,0,"H",1.7,3.1,4.6,1.6,3.2,4.2,1.73,3.2,4.33,1.62,3.25,4.75,1.66,3.3,4.5
"164","SP1","07/01/01","Osasuna","Villarreal",1,0,"H",1,0,"H",2.4,3,2.65,2.2,2.8,2.8,2.6,3.2,2.37,2.5,3,2.6,NA,NA,NA
"165","SP1","07/01/01","Oviedo","Barcelona",2,3,"A",0,2,"A",3,3,2.15,2.9,2.9,2.1,2.75,3.2,2.25,3,3,2.2,2.87,3.1,2.2
"166","SP1","07/01/01","Sociedad","Zaragoza",1,1,"D",1,0,"H",2.4,3,2.6,2.2,2.8,2.8,2.37,3.2,2.6,2.4,3,2.7,2.4,3,2.7
"167","SP1","07/01/01","Vallecano","Mallorca",2,2,"D",2,1,"H",2,3,3.4,1.9,2.8,3.3,2,3,3.4,2,3,3.4,2.1,3,3.2
"168","SP1","07/01/01","Valencia","Santander",1,0,"H",1,0,"H",1.25,4.5,9,1.3,4,7,1.25,4.5,10,1.25,4.75,9,1.25,4.5,10
"169","SP1","07/01/01","Valladolid","La Coruna",3,1,"H",0,0,"D",2.8,3,2.25,2.3,2.8,2.6,3,2.87,2.25,2.9,2.9,2.3,2.9,2.8,2.37
"170","SP1","13/01/01","Barcelona","Valladolid",3,1,"H",0,0,"D",1.25,4.6,9.5,1.25,4.3,8,1.25,5,8,1.25,4.5,9,1.28,4.5,8
"171","SP1","13/01/01","La Coruna","Valencia",2,0,"H",0,0,"D",2.05,3,3.3,1.9,2.9,3.2,2.1,3,3.2,1.9,3,3.5,2,3,3.4
"172","SP1","14/01/01","Las Palmas","Espanol",1,0,"H",1,0,"H",1.9,3.1,3.7,2.1,2.9,2.9,1.91,3.25,3.4,2,3,3.4,2,3.2,3.2
"173","SP1","14/01/01","Mallorca","Alaves",4,3,"H",1,0,"H",1.75,3.2,4.2,1.7,3.1,3.8,1.67,3.25,4.5,1.7,3.1,4.5,1.72,3.2,4.33
"174","SP1","14/01/01","Numancia","Vallecano",0,2,"A",0,1,"A",2.3,3,2.85,2.2,2.8,2.8,2.37,3.2,2.6,2.38,3,2.7,2.25,3.1,2.8
"175","SP1","14/01/01","Real Madrid","Oviedo",4,0,"H",1,0,"H",1.2,4.7,12,1.15,5.5,11,1.2,5,11,1.22,4.8,10,1.2,5,11
"176","SP1","14/01/01","Sociedad","Ath Bilbao",0,2,"A",0,1,"A",2.3,3,2.8,2.1,2.8,2.9,2.25,3.2,2.75,2.3,2.88,2.9,2.37,2.87,2.8
"177","SP1","14/01/01","Santander","Malaga",0,1,"A",0,1,"A",2.1,3,3.2,2.1,2.9,2.9,2.2,3.2,2.8,2.15,3,3.1,2.25,3.1,2.8
"178","SP1","14/01/01","Villarreal","Celta",2,0,"H",1,0,"H",2.05,3.1,3.2,2,2.9,3,1.91,3.2,3.5,2,3.1,3.3,1.83,3.2,3.75
"179","SP1","14/01/01","Zaragoza","Osasuna",4,2,"H",3,2,"H",1.55,3.2,6.5,1.5,3.4,4.7,1.61,3.5,4.5,1.62,3.25,5,NA,NA,NA
"180","SP1","20/01/01","Valencia","Barcelona",0,1,"A",0,1,"A",2.25,3,2.9,2.1,2.9,2.9,2.25,3.2,2.75,2.3,3.1,2.7,2.3,3.2,2.62
"181","SP1","21/01/01","Alaves","Numancia",0,2,"A",0,1,"A",1.57,3.3,5.4,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.4,6,1.53,3.4,5.5
"182","SP1","21/01/01","Ath Bilbao","Santander",3,1,"H",1,0,"H",1.55,3.4,5.4,1.6,3.2,4.2,1.57,3.25,5.5,1.53,3.4,5.6,1.53,3.6,5
"183","SP1","21/01/01","Celta","Zaragoza",1,1,"D",1,1,"D",2.05,3,3.35,2.1,2.9,2.9,2.1,3.2,3,2.1,3,3.2,2.1,3,3.2
"184","SP1","21/01/01","Espanol","Villarreal",2,1,"H",1,0,"H",2,3.1,3.4,1.8,3,3.5,1.8,3.25,3.75,1.91,3.1,3.6,2,3.2,3.2
"185","SP1","21/01/01","Malaga","La Coruna",1,3,"A",1,1,"D",2.6,3.1,2.42,2.3,2.9,2.5,2.62,2.87,2.5,2.5,3.1,2.5,2.4,3.1,2.6
"186","SP1","21/01/01","Osasuna","Sociedad",1,1,"D",0,0,"D",1.85,3.1,3.85,1.85,2.9,3.4,1.83,3.2,3.75,1.85,3.1,3.75,NA,NA,NA
"187","SP1","21/01/01","Oviedo","Mallorca",1,1,"D",0,1,"A",2.23,3,2.95,2.2,2.8,2.8,2.37,2.87,2.8,2.3,3,2.8,2.4,2.8,2.85
"188","SP1","21/01/01","Vallecano","Las Palmas",1,1,"D",1,1,"D",1.8,3.25,3.85,1.65,3.1,4,1.8,3.2,4,1.73,3.2,4.33,1.72,3.2,4.33
"189","SP1","21/01/01","Valladolid","Real Madrid",2,2,"D",1,1,"D",3.65,3.1,1.85,3.6,3.1,1.75,4.33,3.2,1.73,3.75,3.2,1.83,3.8,3.25,1.8
"190","SP1","24/01/01","Real Madrid","Zaragoza",3,0,"H",0,0,"D",1.25,4.5,8.6,1.3,4,7,1.3,4.33,8,1.3,4.33,8.5,1.25,4.5,10
"191","SP1","27/01/01","Ath Bilbao","La Coruna",2,2,"D",1,2,"A",2.6,2.9,2.55,2.3,2.9,2.5,2.62,2.87,2.5,2.6,3.1,2.4,2.5,3.1,2.5
"192","SP1","27/01/01","Espanol","Zaragoza",5,0,"H",3,0,"H",2.1,2.9,3.35,2.1,2.9,2.9,2,3,3.4,2,3,3.4,2.1,3,3.2
"193","SP1","27/01/01","Malaga","Barcelona",0,0,"D",0,0,"D",3.25,3.1,2.05,2.9,2.9,2.1,3.4,3.25,1.91,3.2,3.1,2,3.2,3.2,2
"194","SP1","28/01/01","Alaves","Las Palmas",1,0,"H",0,0,"D",1.85,3,4.1,1.85,2.9,3.4,1.91,3.25,3.4,1.85,3.1,3.8,1.9,3.2,3.5
"195","SP1","28/01/01","Celta","Osasuna",1,0,"H",0,0,"D",1.65,3.2,4.9,1.6,3.2,4.2,1.73,3.2,4.33,1.67,3.2,4.75,NA,NA,NA
"196","SP1","28/01/01","Oviedo","Numancia",3,0,"H",1,0,"H",1.7,3.2,4.5,1.75,3.1,3.6,1.61,3.25,5,1.67,3.25,4.6,1.66,3.3,4.5
"197","SP1","28/01/01","Vallecano","Villarreal",0,1,"A",0,0,"D",1.8,3.2,4,1.7,3.1,3.8,1.8,3.25,3.75,1.75,3.2,4.2,1.72,3.4,4
"198","SP1","28/01/01","Santander","Sociedad",1,4,"A",1,2,"A",1.95,3.1,3.5,1.9,2.8,3.3,2.1,3.2,3,2,3,3.4,1.83,3.2,3.75
"199","SP1","28/01/01","Valencia","Real Madrid",0,1,"A",0,0,"D",2.5,2.9,2.6,2.3,2.9,2.5,2.75,3.2,2.25,2.5,3.1,2.5,2.62,3.1,2.4
"200","SP1","28/01/01","Valladolid","Mallorca",2,0,"H",2,0,"H",2.35,2.8,2.95,2.1,2.8,3,2.37,2.87,2.8,2.38,2.88,2.8,2.37,2.9,2.8
"201","SP1","03/02/01","Barcelona","Ath Bilbao",7,0,"H",6,0,"H",1.3,4.5,8,1.3,4,7,1.36,4,7,1.3,4.33,8,1.28,4.5,8
"202","SP1","04/02/01","La Coruna","Santander",2,1,"H",2,1,"H",1.27,4.6,9,1.25,4.3,8,1.17,5,15,1.22,5,9,1.25,4.5,10
"203","SP1","04/02/01","Las Palmas","Oviedo",1,0,"H",0,0,"D",1.72,3.2,4.45,1.7,3.1,3.8,1.57,3.5,5,1.67,3.25,4.6,1.66,3.3,4.5
"204","SP1","04/02/01","Mallorca","Valencia",2,2,"D",1,0,"H",2.3,3.1,2.8,2.2,2.8,2.8,2.2,3,3,2.3,3,2.8,2.25,3,2.87
"205","SP1","04/02/01","Numancia","Valladolid",0,0,"D",0,0,"D",2.15,3,3.1,2.2,2.8,2.8,2.37,3.2,2.6,2.2,3,3,2.2,3,3
"206","SP1","04/02/01","Osasuna","Espanol",1,3,"A",0,3,"A",2.35,3,2.77,2.3,2.8,2.6,2.5,3.2,2.5,2.38,2.9,2.75,NA,NA,NA
"207","SP1","04/02/01","Real Madrid","Malaga",4,3,"H",3,2,"H",1.24,4.8,9.3,1.25,4.3,8,1.2,5,11,1.25,4.6,9,1.25,4.5,10
"208","SP1","04/02/01","Sociedad","Celta",2,2,"D",1,0,"H",NA,NA,NA,2.2,2.8,2.8,2.2,3.2,2.8,2.1,3.1,3,2.2,3,3
"209","SP1","04/02/01","Villarreal","Alaves",2,0,"H",1,0,"H",1.95,3.2,3.4,1.7,3.1,3.8,1.73,3.4,4,1.75,3.2,4.2,1.83,3.3,3.6
"210","SP1","04/02/01","Zaragoza","Vallecano",6,1,"H",2,0,"H",2,3,3.45,1.85,2.9,3.4,1.91,3.2,3.5,1.91,3.2,3.5,2,3,3.4
"211","SP1","10/02/01","Ath Bilbao","Real Madrid",1,0,"H",1,0,"H",3.55,3.3,1.85,3,2.9,2,NA,NA,NA,3.4,3.25,1.91,3.75,3.2,1.83
"212","SP1","10/02/01","La Coruna","Sociedad",4,1,"H",3,0,"H",1.3,4.5,8,1.3,4,7,NA,NA,NA,1.33,4,8,1.33,4,8
"213","SP1","10/02/01","Espanol","Celta",0,1,"A",0,0,"D",1.7,3.25,4.25,1.7,3.1,3.8,NA,NA,NA,1.67,3.2,4.75,1.61,3.25,5
"214","SP1","10/02/01","Vallecano","Osasuna",2,1,"H",1,0,"H",1.6,3.3,5.2,1.6,3.2,4.2,NA,NA,NA,1.57,3.4,5.2,NA,NA,NA
"215","SP1","10/02/01","Valencia","Numancia",3,0,"H",2,0,"H",1.28,4.45,8.7,1.3,4,7,NA,NA,NA,1.33,4,8,1.33,4,8
"216","SP1","11/02/01","Alaves","Zaragoza",1,0,"H",1,0,"H",2,3,3.5,2.1,2.8,3,NA,NA,NA,2.1,3.1,3.1,1.9,3.1,3.6
"217","SP1","11/02/01","Malaga","Mallorca",0,1,"A",0,1,"A",2.1,3,3.2,2.1,2.8,3,NA,NA,NA,2.1,3,3.2,2,3,3.4
"218","SP1","11/02/01","Oviedo","Villarreal",1,3,"A",1,0,"H",2.1,3.1,3.15,2.1,2.8,3,NA,NA,NA,2.1,3.1,3.1,2.2,3.2,2.8
"219","SP1","11/02/01","Santander","Barcelona",4,0,"H",1,0,"H",4.5,3.4,1.65,3.8,3.1,1.7,NA,NA,NA,4.5,3.5,1.62,4.8,3.4,1.6
"220","SP1","11/02/01","Valladolid","Las Palmas",1,0,"H",0,0,"D",1.9,3.1,3.7,1.8,2.9,3.6,NA,NA,NA,1.91,3.1,3.6,1.9,3.2,3.5
"221","SP1","17/02/01","Barcelona","La Coruna",2,3,"A",2,1,"H",1.68,3.3,4.5,1.7,3.1,3.8,NA,NA,NA,1.75,3.25,4.2,1.72,3.2,4.33
"222","SP1","17/02/01","Las Palmas","Valencia",0,2,"A",0,1,"A",2.6,3,2.5,2.4,2.9,2.4,NA,NA,NA,2.6,3,2.5,2.6,2.8,2.6
"223","SP1","17/02/01","Real Madrid","Santander",1,0,"H",0,0,"D",1.2,5.3,10,1.25,4.3,8,NA,NA,NA,1.22,5,9.5,1.2,5,11
"224","SP1","18/02/01","Celta","Vallecano",1,1,"D",1,1,"D",1.92,3.1,3.6,1.75,3.1,3.6,NA,NA,NA,1.83,3.2,3.75,1.8,3.3,3.75
"225","SP1","18/02/01","Mallorca","Ath Bilbao",1,0,"H",1,0,"H",1.73,3.25,4.3,1.65,3.1,4,NA,NA,NA,1.67,3.25,4.5,1.66,3.3,4.5
"226","SP1","18/02/01","Numancia","Malaga",3,2,"H",1,0,"H",2.28,3,2.9,2.2,2.8,2.8,NA,NA,NA,2.25,3,2.88,2.2,3.1,2.87
"227","SP1","18/02/01","Osasuna","Alaves",0,1,"A",0,0,"D",2.37,3,2.75,2.2,2.8,2.8,NA,NA,NA,2.3,3,2.8,NA,NA,NA
"228","SP1","18/02/01","Sociedad","Espanol",2,1,"H",1,1,"D",2.33,3,2.8,2.2,2.8,2.8,NA,NA,NA,2.3,3.1,2.75,2.3,3.1,2.75
"229","SP1","18/02/01","Villarreal","Valladolid",2,1,"H",1,0,"H",1.77,3.15,4.2,1.75,3.1,3.6,NA,NA,NA,1.67,3.2,4.75,1.66,3.1,5
"230","SP1","18/02/01","Zaragoza","Oviedo",5,2,"H",4,1,"H",1.6,3.3,5.2,1.5,3.4,4.7,NA,NA,NA,1.53,3.4,5.5,1.53,3.4,5.5
"231","SP1","24/02/01","La Coruna","Real Madrid",2,2,"D",0,2,"A",NA,NA,NA,2.1,2.9,2.9,NA,NA,NA,2.38,3.1,2.63,2.37,3.1,2.62
"232","SP1","25/02/01","Alaves","Celta",2,2,"D",1,0,"H",1.87,3.1,3.8,1.75,3.1,3.6,NA,NA,NA,1.8,3.25,3.8,1.72,3.2,4.33
"233","SP1","25/02/01","Ath Bilbao","Numancia",3,1,"H",1,0,"H",1.52,3.5,5.5,1.5,3.4,4.7,NA,NA,NA,1.53,3.4,5.5,1.53,3.4,5.5
"234","SP1","25/02/01","Barcelona","Sociedad",3,0,"H",1,0,"H",1.25,4.75,9,1.25,4.3,8,NA,NA,NA,1.29,4.5,8,1.25,4.5,9.5
"235","SP1","25/02/01","Malaga","Las Palmas",2,1,"H",0,1,"A",1.95,3.1,3.5,1.85,2.9,3.4,NA,NA,NA,1.83,3.2,3.6,1.83,3.2,3.75
"236","SP1","25/02/01","Oviedo","Osasuna",2,3,"A",2,0,"H",1.65,3.3,4.7,1.6,3.2,4.2,NA,NA,NA,1.62,3.3,5,NA,NA,NA
"237","SP1","25/02/01","Vallecano","Espanol",1,1,"D",0,1,"A",1.9,3.1,3.65,1.85,2.9,3.4,NA,NA,NA,1.8,3.25,3.8,1.8,3.3,3.75
"238","SP1","25/02/01","Santander","Mallorca",2,1,"H",2,1,"H",2.6,2.95,2.5,2.2,2.8,2.8,NA,NA,NA,2.5,3.1,2.5,2.5,3.1,2.5
"239","SP1","25/02/01","Valencia","Villarreal",3,1,"H",1,1,"D",1.5,3.55,5.75,1.6,3.2,4.2,NA,NA,NA,1.53,3.4,5.5,1.61,3.5,4.5
"240","SP1","25/02/01","Valladolid","Zaragoza",2,0,"H",1,0,"H",1.95,3.1,3.45,2,2.7,3.2,NA,NA,NA,1.9,3.2,3.5,2,3,3.4
"241","SP1","03/03/01","Mallorca","La Coruna",2,1,"H",1,0,"H",2.4,2.9,2.6,2.2,2.8,2.8,NA,NA,NA,2.5,3.1,2.5,2.37,3.1,2.62
"242","SP1","03/03/01","Real Madrid","Barcelona",2,2,"D",2,1,"H",1.83,3.2,3.9,1.75,3.1,3.6,NA,NA,NA,1.83,3.2,3.75,1.8,3.1,4
"243","SP1","03/03/01","Sociedad","Vallecano",2,0,"H",1,0,"H",2.3,3.05,2.78,2.2,2.8,2.8,NA,NA,NA,2.2,3.2,2.8,2.3,3.1,2.75
"244","SP1","03/03/01","Zaragoza","Valencia",1,1,"D",1,0,"H",2.52,2.95,2.6,2.3,2.8,2.6,NA,NA,NA,2.5,3.1,2.5,2.4,3,2.7
"245","SP1","04/03/01","Celta","Oviedo",1,0,"H",0,0,"D",1.55,3.4,5.5,1.5,3.4,4.7,NA,NA,NA,1.5,3.4,6,1.5,3.3,6.5
"246","SP1","04/03/01","Espanol","Alaves",0,0,"D",0,0,"D",2,3.1,3.35,1.85,2.9,3.4,NA,NA,NA,1.91,3.2,3.5,1.9,3.2,3.5
"247","SP1","04/03/01","Las Palmas","Ath Bilbao",0,0,"D",0,0,"D",2,3.1,3.35,2.1,2.8,3,NA,NA,NA,1.95,3.2,3.3,2,3.2,3.2
"248","SP1","04/03/01","Numancia","Santander",1,0,"H",1,0,"H",1.92,3.1,3.6,2,2.8,3.1,NA,NA,NA,1.91,3.1,3.6,1.8,3.3,3.75
"249","SP1","04/03/01","Osasuna","Valladolid",2,1,"H",0,0,"D",2.3,3,2.85,2.2,2.7,2.9,NA,NA,NA,2.38,3.1,2.63,NA,NA,NA
"250","SP1","04/03/01","Villarreal","Malaga",1,2,"A",0,1,"A",1.65,3.3,4.7,1.75,3.1,3.6,NA,NA,NA,1.62,3.25,5,1.61,3.25,5
"251","SP1","10/03/01","Ath Bilbao","Villarreal",1,1,"D",0,1,"A",2,3.1,3.35,1.75,3.1,3.6,1.73,3.2,4.33,1.85,3.25,3.6,1.83,3.2,3.75
"252","SP1","10/03/01","La Coruna","Numancia",4,1,"H",0,0,"D",1.25,4.7,9.1,1.25,4.3,8,1.25,4.5,10,1.29,4.33,8.5,1.25,4.33,11
"253","SP1","10/03/01","Valencia","Osasuna",1,0,"H",0,0,"D",1.25,4.65,9.25,1.25,4.3,8,1.25,4.5,10,1.29,4.5,8,NA,NA,NA
"254","SP1","11/03/01","Alaves","Vallecano",4,2,"H",1,1,"D",1.85,3.2,3.8,1.8,3,3.5,1.8,3.25,3.75,1.8,3.25,3.75,1.72,3.4,4
"255","SP1","11/03/01","Barcelona","Mallorca",1,1,"D",0,0,"D",1.38,3.95,7,1.4,3.6,5.5,1.44,3.6,6.5,1.44,3.6,6.5,1.5,3.4,6
"256","SP1","11/03/01","Malaga","Zaragoza",2,0,"H",1,0,"H",1.95,3.1,3.5,1.85,2.9,3.4,1.8,3.25,3.75,1.75,3.25,4,1.8,3.3,3.75
"257","SP1","11/03/01","Oviedo","Espanol",2,2,"D",1,0,"H",2.1,3.05,3.15,2.2,2.8,2.8,2.25,3,2.87,2.25,3.1,2.8,2.25,3.2,2.75
"258","SP1","11/03/01","Real Madrid","Sociedad",4,0,"H",2,0,"H",1.22,5,10,1.2,4.7,9,1.2,5,11,1.22,5,9.5,1.22,5,9.5
"259","SP1","11/03/01","Santander","Las Palmas",2,1,"H",0,0,"D",1.85,3,4,1.9,2.8,3.3,1.91,3.25,3.4,1.91,3.2,3.5,2,3.2,3.2
"260","SP1","11/03/01","Valladolid","Celta",1,2,"A",1,0,"H",1.9,3.07,3.7,1.85,2.8,3.5,1.91,3.2,3.5,2,3,3.5,1.9,3.1,3.6
"261","SP1","17/03/01","Las Palmas","La Coruna",2,0,"H",2,0,"H",3,3.1,2.17,3.1,3,1.9,3.2,3.2,2,3.1,3.1,2.1,3.5,3.2,1.9
"262","SP1","18/03/01","Celta","Valencia",3,2,"H",0,1,"A",2.52,2.9,2.65,2.3,2.9,2.5,2.5,2.87,2.62,2.5,3,2.6,2.3,3,2.8
"263","SP1","18/03/01","Espanol","Valladolid",1,0,"H",0,0,"D",1.78,3.2,4.15,1.8,2.9,3.6,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
"264","SP1","18/03/01","Mallorca","Real Madrid",1,0,"H",0,0,"D",2.63,3,2.47,2.4,2.9,2.4,2.6,3.2,2.37,2.6,3.1,2.4,2.62,2.9,2.5
"265","SP1","18/03/01","Numancia","Barcelona",1,1,"D",0,1,"A",3.8,3.15,1.87,3.3,3,1.85,3.5,3.2,1.91,3.6,3.2,1.85,3.75,3.2,1.83
"266","SP1","18/03/01","Osasuna","Malaga",3,3,"D",1,2,"A",2.35,3,2.8,2.3,2.8,2.6,2.25,3.2,2.75,2.38,3.1,2.63,NA,NA,NA
"267","SP1","18/03/01","Sociedad","Alaves",1,1,"D",1,0,"H",2.3,3.1,2.8,2.2,2.8,2.8,2.1,3.2,3,2.2,3.2,2.8,2.2,3.2,2.8
"268","SP1","18/03/01","Vallecano","Oviedo",0,2,"A",0,1,"A",1.58,3.45,5.2,1.6,3.2,4.2,1.5,3.4,6,1.53,3.4,5.5,1.5,3.4,6
"269","SP1","18/03/01","Villarreal","Santander",4,2,"H",2,0,"H",1.57,3.45,5.25,1.65,3.1,4,1.5,3.4,6,1.55,3.4,5.5,1.5,3.4,6
"270","SP1","18/03/01","Zaragoza","Ath Bilbao",2,2,"D",2,1,"H",1.8,3.2,3.8,1.9,2.8,3.3,1.8,3.2,4,1.85,3.25,3.6,1.8,3.3,3.75
"271","SP1","31/03/01","La Coruna","Villarreal",4,2,"H",2,0,"H",1.5,3.5,6,1.45,3.5,5,1.44,3.6,6.5,1.53,3.4,5.5,1.44,3.5,7
"272","SP1","31/03/01","Malaga","Celta",1,4,"A",1,2,"A",2.18,3.1,2.97,2,2.9,3,2.25,3.2,2.75,2.2,3.1,2.88,2.1,3,3.2
"273","SP1","31/03/01","Real Madrid","Numancia",1,0,"H",1,0,"H",1.2,5.25,10.5,1.2,4.7,9,1.22,5,10,1.22,5,9.5,1.2,5,11
"274","SP1","31/03/01","Valencia","Espanol",0,1,"A",0,0,"D",1.47,3.55,6.4,1.45,3.5,5,1.44,3.6,6.5,1.5,3.5,6,1.44,3.5,7
"275","SP1","01/04/01","Ath Bilbao","Osasuna",0,1,"A",0,0,"D",1.52,3.55,5.55,1.45,3.5,5,1.5,3.4,6,1.5,3.5,5.75,NA,NA,NA
"276","SP1","01/04/01","Barcelona","Las Palmas",4,1,"H",2,1,"H",1.3,4.5,8.15,1.25,4.3,8,1.36,3.75,8,1.3,4.33,8,1.28,4.5,8
"277","SP1","01/04/01","Mallorca","Sociedad",1,1,"D",1,0,"H",1.44,3.65,6.8,1.45,3.5,5,1.44,3.6,6.5,1.4,3.75,7,1.44,3.6,6.5
"278","SP1","01/04/01","Oviedo","Alaves",3,3,"D",2,1,"H",2.2,3.1,2.95,2.1,2.9,2.9,2.25,3.2,2.75,2.2,3.2,2.8,2.3,3.2,2.62
"279","SP1","01/04/01","Santander","Zaragoza",2,1,"H",1,1,"D",2.15,3.05,3.1,2,2.7,3.2,2,3.2,3.2,2,3,3.4,2.2,3,3
"280","SP1","01/04/01","Valladolid","Vallecano",1,3,"A",1,1,"D",1.92,3.1,3.65,1.85,2.8,3.6,1.91,3.2,3.5,1.85,3.1,3.75,1.9,3.2,3.5
"281","SP1","07/04/01","Vallecano","Valencia",1,4,"A",0,1,"A",2.72,2.95,2.45,2.4,2.9,2.4,2.6,3.2,2.37,2.63,3.1,2.38,2.5,2.87,2.62
"282","SP1","08/04/01","Alaves","Valladolid",4,2,"H",2,0,"H",1.7,3.3,4.5,1.65,3.1,4,1.57,3.25,5.5,1.6,3.25,5,1.5,3.4,6
"283","SP1","08/04/01","Celta","Ath Bilbao",2,1,"H",1,0,"H",1.66,3.3,4.55,1.6,3.2,4.2,1.61,3.25,5,1.57,3.3,5.5,1.61,3.25,5
"284","SP1","08/04/01","Espanol","Malaga",1,2,"A",1,0,"H",1.88,3.15,3.75,1.8,3,3.5,1.83,3,4,1.75,3.25,4,1.8,3.3,3.75
"285","SP1","08/04/01","Las Palmas","Real Madrid",0,1,"A",0,0,"D",3.45,3.1,2,3.2,2.9,1.9,3.2,3.2,2,3.6,3.25,1.85,3.2,3.2,2
"286","SP1","08/04/01","Numancia","Mallorca",0,2,"A",0,0,"D",2.55,3.05,2.5,2.4,2.8,2.5,2.62,2.87,2.5,2.5,3.1,2.5,2.5,3.1,2.5
"287","SP1","08/04/01","Osasuna","Santander",1,1,"D",1,1,"D",1.93,3.15,3.55,2,2.7,3.2,1.83,3.2,3.75,1.85,3.25,3.6,NA,NA,NA
"288","SP1","08/04/01","Sociedad","Oviedo",3,0,"H",0,0,"D",1.85,3.15,3.85,1.8,2.9,3.6,1.83,3.2,3.75,1.83,3.2,3.8,1.8,3.1,4
"289","SP1","08/04/01","Villarreal","Barcelona",4,4,"D",3,1,"H",2.85,3.1,2.27,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.2,2.25,2.62,3.1,2.37
"290","SP1","08/04/01","Zaragoza","La Coruna",2,1,"H",1,0,"H",2.67,3.05,2.42,2.45,2.8,2.45,2.62,2.87,2.5,2.63,3.1,2.38,2.62,2.87,2.5
"291","SP1","14/04/01","Barcelona","Zaragoza",4,4,"D",0,2,"A",1.32,4.25,8.2,1.35,3.8,6.2,1.36,4,7,1.36,3.75,8,1.36,3.75,8
"292","SP1","14/04/01","La Coruna","Osasuna",2,1,"H",0,1,"A",1.26,4.6,9,1.3,4,7,1.25,4.5,10,1.33,4,8,NA,NA,NA
"293","SP1","14/04/01","Real Madrid","Villarreal",4,0,"H",1,0,"H",1.35,4.1,7.5,1.4,3.6,5.5,1.28,4.33,9,1.36,3.8,7.5,1.33,4,8
"294","SP1","14/04/01","Valencia","Alaves",1,2,"A",1,1,"D",1.52,3.55,5.6,1.55,3.3,4.5,1.61,3.25,5,1.57,3.5,5,1.53,3.6,5
"295","SP1","15/04/01","Ath Bilbao","Espanol",0,1,"A",0,1,"A",1.95,3.1,3.55,1.8,3,3.5,2,3,3.4,1.91,3.1,3.6,1.9,3.1,3.6
