"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1"
"426","SP2","20/04/03","Oviedo","Badajoz",2,1,"H",0,0,"D",2.2,2.75,3.25,2.2,2.8,3.2,2,2.9,3.4,2.2,2.8,3.2,2.1,2.85,3.2,NA,NA
"427","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","SP2","20/04/03","Salamanca","Poli Ejido",2,0,"H",2,0,"H",2.25,2.75,3.2,2.25,2.7,3.25,2.2,2.5,3.4,2.25,2.7,3.2,2.25,2.65,3.15,NA,NA
"429","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","SP2","20/04/03","Tenerife","Xerez",1,3,"A",1,2,"A",2.25,2.75,3.2,2.2,2.7,3.35,2.2,2.5,3.4,2.25,2.625,3.3,2.1,2.75,3.35,NA,NA
"431","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","SP2","20/04/03","Zaragoza","Eibar",2,0,"H",0,0,"D",1.615,3.1,4.5,1.7,3.1,4.75,1.65,3,5,1.667,3.1,5,1.85,2.85,4.1,NA,NA
"433","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","SP2","26/04/03","Las Palmas","Salamanca",2,1,"H",1,1,"D",1.909,2.875,4,1.92,2.85,3.85,1.9,2.8,4,1.909,2.875,3.75,1.95,2.8,3.75,NA,NA
"435","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","SP2","26/04/03","Poli Ejido","Cordoba",2,1,"H",1,1,"D",2,2.875,3.6,2.07,2.8,3.35,2.2,2.7,3.2,2.1,2.7,3.4,2.2,2.7,3.2,NA,NA
"437","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","SP2","26/04/03","Sp Gijon","Tenerife",2,1,"H",1,0,"H",2.1,2.75,3.5,2.12,2.7,3.45,2.1,2.7,3.5,2.1,2.7,3.4,2.1,2.7,3.4,NA,NA
"439","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","SP2","26/04/03","Terrassa","Zaragoza",0,2,"A",0,1,"A",3,2.7,2.375,3,2.65,2.38,3.2,2.7,2.2,2.8,2.7,2.4,2.9,2.7,2.35,NA,NA
"441","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","SP2","27/04/03","Albacete","Levante",2,2,"D",0,1,"A",NA,NA,NA,1.92,2.8,3.85,1.9,2.7,4.2,2,2.75,3.5,1.9,2.8,3.9,NA,NA
"443","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","SP2","27/04/03","Badajoz","Getafe",1,2,"A",1,0,"H",2.375,2.8,2.875,2.34,2.75,2.9,2.3,2.7,3,2.25,2.75,3,2.3,2.75,3,NA,NA
"445","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","SP2","27/04/03","Eibar","Almeria",2,0,"H",0,0,"D",2,2.75,3.8,2.03,2.75,3.65,2,2.7,3.8,2,2.75,3.5,2.2,2.65,3.3,NA,NA
"447","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","SP2","27/04/03","Elche","Compostela",3,1,"H",1,1,"D",2.25,2.875,3,2.23,2.75,3.1,2.2,2.7,3.2,2.2,2.8,3,2.4,2.75,2.8,NA,NA
"449","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","SP2","27/04/03","Leganes","Murcia",0,1,"A",0,0,"D",3,2.7,2.375,3.05,2.7,2.3,3.2,2.7,2.2,2.75,2.75,2.4,3.05,2.75,2.25,NA,NA
"451","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","SP2","27/04/03","Numancia","Oviedo",4,2,"H",1,0,"H",2,2.75,3.8,2,2.85,3.55,2,2.9,3.4,2,2.75,3.6,2,2.75,3.65,NA,NA
"453","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","SP2","27/04/03","Xerez","Ferrol",1,1,"D",0,0,"D",1.571,3.1,6,1.62,3.1,5.2,1.6,3.1,5.2,1.571,3.1,5.5,1.6,3,5.5,NA,NA
"455","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","SP2","03/05/03","Compostela","Xerez",0,1,"A",0,1,"A",2.4,2.7,3,2.35,2.7,2.95,2.5,2.7,2.8,2.4,2.75,2.8,2.5,2.7,2.7,NA,NA
"457","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","SP2","03/05/03","Eibar","Las Palmas",0,0,"D",0,0,"D",2.3,2.7,3.1,2.2,2.7,3.2,2.4,2.7,2.9,2.25,2.75,3.1,2.2,2.7,3.2,NA,NA
"459","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","SP2","04/05/03","Almeria","Terrassa",3,0,"H",1,0,"H",2.2,2.75,3.25,1.95,2.8,3.7,1.9,2.8,4,2.1,2.625,3.6,2.2,2.7,3.2,NA,NA
"461","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","SP2","04/05/03","Cordoba","Salamanca",0,2,"A",0,1,"A",2.2,2.75,3.25,2.1,2.7,3.4,2.1,2.6,3.6,2.2,2.75,3.2,2.1,2.7,3.45,NA,NA
"463","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","SP2","04/05/03","Ferrol","Sp Gijon",2,1,"H",1,1,"D",2.625,2.75,2.625,2.35,2.65,3,2.2,2.6,3.3,2.3,2.75,3,2.6,2.7,2.6,NA,NA
"465","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","SP2","04/05/03","Getafe","Numancia",1,1,"D",0,0,"D",2,2.75,3.8,2,2.8,3.5,2.2,2.6,3.3,2,2.75,3.75,2.1,2.7,3.45,NA,NA
"467","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","SP2","04/05/03","Levante","Poli Ejido",2,2,"D",1,0,"H",1.727,3.1,4.5,1.65,3.1,4.75,1.65,3,5,1.667,3,5,1.8,2.75,4.55,NA,NA
"469","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","SP2","04/05/03","Murcia","Albacete",0,0,"D",0,0,"D",2.1,2.75,3.5,2.1,2.7,3.4,2.3,2.6,3.1,2.1,2.625,3.6,2.1,2.65,3.5,NA,NA
"471","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","SP2","04/05/03","Oviedo","Elche",2,1,"H",1,1,"D",2.3,2.8,3,2.2,2.7,3.2,2.1,2.8,3.3,2.3,2.75,3,2.25,2.75,3.05,NA,NA
"473","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","SP2","04/05/03","Tenerife","Leganes",1,1,"D",1,1,"D",1.833,2.875,4.333,1.81,3,4,1.85,2.8,4.2,1.833,2.875,4.2,2,2.7,3.7,NA,NA
"475","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","SP2","04/05/03","Zaragoza","Badajoz",2,0,"H",1,0,"H",1.4,3.5,8,1.45,3.5,6,1.45,3.2,6.5,1.444,3.5,6.5,1.5,3.1,6.7,NA,NA
"477","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","SP2","10/05/03","Albacete","Tenerife",1,0,"H",0,0,"D",1.667,3.1,5,1.75,3,4.75,1.7,2.9,4.8,1.667,3,5,1.65,3.1,4.75,NA,NA
"479","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","SP2","10/05/03","Las Palmas","Cordoba",0,1,"A",0,1,"A",1.8,3,4.2,1.8,3.1,4.15,1.9,3,3.6,1.75,3,4.333,1.75,2.9,4.4,NA,NA
"481","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","SP2","10/05/03","Sp Gijon","Compostela",1,3,"A",1,1,"D",2,2.75,3.8,1.85,2.8,4.6,2,2.7,3.8,1.909,2.875,3.75,2,2.75,3.6,NA,NA
"483","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","SP2","10/05/03","Xerez","Oviedo",4,1,"H",1,0,"H",1.727,3.1,4.5,1.6,3.35,5.25,1.75,3.1,4.2,1.7,3.1,4.5,1.7,3.05,4.5,NA,NA
"485","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","SP2","11/05/03","Badajoz","Almeria",4,3,"H",0,1,"A",2.3,2.7,3.1,2.3,2.7,3.25,2.3,2.8,2.9,2.3,2.75,3,2.35,2.65,3,NA,NA
"487","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","SP2","11/05/03","Elche","Getafe",1,1,"D",1,0,"H",2.2,2.75,3.25,2.15,2.7,3.55,2,2.7,3.8,2.2,2.75,3.2,2.25,2.55,3.3,NA,NA
"489","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","SP2","11/05/03","Leganes","Ferrol",1,0,"H",1,0,"H",2.1,2.8,3.4,1.95,2.8,4,2.1,2.8,3.3,2,2.8,3.6,2,2.9,3.4,NA,NA
"491","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","SP2","11/05/03","Numancia","Zaragoza",2,2,"D",1,2,"A",3,2.7,2.375,3,2.75,2.35,3,2.7,2.3,2.875,2.75,2.375,2.9,2.7,2.35,NA,NA
"493","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","SP2","11/05/03","Poli Ejido","Murcia",0,1,"A",0,1,"A",2.875,2.625,2.5,2.7,2.6,2.75,3,2.6,2.4,2.875,2.7,2.4,2.65,2.65,2.6,NA,NA
"495","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","SP2","11/05/03","Salamanca","Levante",1,1,"D",0,1,"A",2.5,2.75,2.75,2.7,2.7,2.7,2.7,2.6,2.7,2.5,2.7,2.75,2.6,2.7,2.6,NA,NA
"497","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","SP2","11/05/03","Terrassa","Eibar",1,0,"H",1,0,"H",2.25,2.75,3.2,2.3,2.7,3.25,2.4,2.6,3,2.25,2.7,3.1,2.3,2.5,3.3,NA,NA
"499","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","SP2","17/05/03","Ferrol","Albacete",2,1,"H",1,0,"H",3.25,2.75,2.2,3.03,2.8,2.22,3.3,2.8,2.1,3.1,2.8,2.2,3.6,2.8,2,NA,NA
"501","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","SP2","17/05/03","Levante","Cordoba",1,2,"A",1,1,"D",1.67,3.1,5,1.7,3.03,4.55,1.8,2.9,4.2,1.67,3.1,4.75,1.7,3.05,4.5,NA,NA
"503","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","SP2","18/05/03","Almeria","Numancia",1,2,"A",0,1,"A",2.2,2.75,3.25,2.03,2.8,3.5,2.2,2.7,3.2,2.1,2.75,3.4,2.2,2.65,3.25,NA,NA
"505","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","SP2","18/05/03","Compostela","Leganes",2,0,"H",1,0,"H",1.91,2.88,4,1.9,2.85,3.9,1.9,2.8,4,1.91,2.8,4,2,2.75,3.65,NA,NA
"507","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","SP2","18/05/03","Eibar","Badajoz",1,2,"A",1,1,"D",1.8,3,4.2,1.83,3,3.9,1.8,2.9,4.2,1.8,3,4,1.85,2.9,3.95,NA,NA
"509","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","SP2","18/05/03","Getafe","Xerez",2,1,"H",1,0,"H",2.5,2.88,2.63,2.62,2.73,2.58,2.6,2.8,2.6,2.5,2.88,2.6,2.55,2.85,2.55,NA,NA
"511","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","SP2","18/05/03","Murcia","Salamanca",1,1,"D",1,0,"H",1.62,3.1,5.5,1.67,3.05,4.8,1.7,2.9,4.8,1.57,3.2,5.5,1.5,3.25,6.2,NA,NA
"513","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","SP2","18/05/03","Oviedo","Sp Gijon",2,1,"H",1,1,"D",2.38,2.88,2.8,2.2,2.85,3,2.1,2.8,3.3,2.3,2.9,2.8,2.55,2.85,2.55,NA,NA
"515","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","SP2","18/05/03","Tenerife","Poli Ejido",4,0,"H",2,0,"H",2.1,2.75,3.5,2.03,2.73,3.73,2,2.7,3.8,2.1,2.7,3.5,2.15,2.65,3.4,NA,NA
"517","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","SP2","18/05/03","Terrassa","Las Palmas",0,1,"A",0,0,"D",2.38,2.7,3,2.2,2.87,3,2.3,2.7,3,2.25,2.75,3.1,2.2,2.75,3.1,NA,NA
"519","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","SP2","18/05/03","Zaragoza","Elche",5,2,"H",1,1,"D",1.53,3.4,5.5,1.54,3.35,5.3,1.55,3.2,5.3,1.53,3.3,5.5,1.55,3.1,5.9,NA,NA
"521","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","SP2","24/05/03","Albacete","Compostela",1,1,"D",0,0,"D",1.667,3.1,5,1.7,2.9,5.1,1.7,2.9,4.5,1.667,3.1,5,1.65,3.1,4.8,NA,NA
"523","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","SP2","24/05/03","Cordoba","Murcia",0,2,"A",0,1,"A",3,2.875,2.25,2.8,2.65,2.55,2.7,2.6,2.7,3,2.75,2.3,3,2.85,2.2,NA,NA
"525","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","SP2","24/05/03","Elche","Almeria",0,2,"A",0,1,"A",1.909,2.875,4,1.95,2.8,3.85,1.85,2.9,3.8,1.909,2.8,4,2.1,2.7,3.45,NA,NA
"527","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","SP2","24/05/03","Las Palmas","Levante",1,1,"D",1,0,"H",2.2,2.75,3.25,2.25,2.85,3,2.3,2.9,2.8,2.25,2.8,3.1,2.1,2.8,3.3,NA,NA
"529","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","SP2","24/05/03","Poli Ejido","Ferrol",1,1,"D",0,1,"A",1.909,2.875,4,2,2.7,3.9,2,2.7,3.6,1.909,2.8,4,2.1,2.7,3.45,NA,NA
"531","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","SP2","25/05/03","Badajoz","Terrassa",1,1,"D",0,0,"D",2.25,2.75,3.2,2,2.7,3.9,1.9,2.8,3.8,2.25,2.7,3.2,2.2,2.65,3.25,NA,NA
"533","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","SP2","25/05/03","Leganes","Oviedo",0,1,"A",0,0,"D",1.909,3,3.75,2.15,2.8,3.3,2.3,2.8,2.9,2.05,2.875,3.4,2.1,2.8,3.3,NA,NA
"535","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","SP2","25/05/03","Numancia","Eibar",1,0,"H",1,0,"H",2,2.875,3.6,2,2.8,3.7,1.9,2.8,3.8,2.05,2.8,3.6,2.05,2.8,3.4,NA,NA
"537","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","SP2","25/05/03","Salamanca","Tenerife",2,1,"H",0,1,"A",2.2,2.75,3.25,2.27,2.7,3.15,2.3,2.6,3.2,2.25,2.7,3.2,2.25,2.7,3.1,NA,NA
"539","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","SP2","25/05/03","Sp Gijon","Getafe",0,0,"D",0,0,"D",2.2,2.75,3.25,2.15,2.7,3.4,2.1,2.7,3.4,2.2,2.75,3.25,2.25,2.7,3.1,NA,NA
"541","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","SP2","25/05/03","Xerez","Zaragoza",1,3,"A",0,1,"A",2.4,3,2.7,2.6,2.6,2.8,2.6,2.7,2.7,2.4,2.8,2.8,2.5,2.75,2.65,NA,NA
"543","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","SP2","31/05/03","Almeria","Xerez",6,0,"H",3,0,"H",2.3,2.7,3.1,2.25,2.9,2.95,1.9,2.9,3.8,2.25,2.8,3,2.3,2.75,2.95,NA,NA
"545","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","SP2","31/05/03","Badajoz","Las Palmas",0,1,"A",0,0,"D",2.2,3,3,2.1,2.95,3.2,1.9,3,3.6,2.2,2.875,3,2.15,2.95,3,NA,NA
"547","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","SP2","31/05/03","Getafe","Leganes",0,3,"A",0,0,"D",1.9,2.87,4,1.95,2.95,3.6,2.2,2.6,3.3,1.909,2.875,3.75,1.9,2.85,3.8,NA,NA
"549","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","SP2","31/05/03","Oviedo","Albacete",0,0,"D",0,0,"D",2.75,2.75,2.5,2.75,2.8,2.45,2.7,2.8,2.5,2.75,2.7,2.5,2.7,2.7,2.5,NA,NA
"551","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","SP2","31/05/03","Zaragoza","Sp Gijon",1,1,"D",1,0,"H",1.5,3.25,6.5,1.58,3.2,5.5,1.6,3,5.6,1.55,3.25,5.5,1.5,3.15,6.5,NA,NA
"553","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","SP2","01/06/03","Compostela","Poli Ejido",2,2,"D",2,1,"H",1.9,2.87,4,2.05,2.6,3.95,2.1,2.4,4,2,2.7,3.75,2,2.75,3.65,NA,NA
"555","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","SP2","01/06/03","Eibar","Elche",0,1,"A",0,1,"A",2.2,2.62,3.4,2.05,2.7,3.7,2.1,2.6,3.6,2.1,2.625,3.6,2.1,2.65,3.5,NA,NA
"557","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","SP2","01/06/03","Ferrol","Salamanca",1,1,"D",1,0,"H",2.2,2.75,3.25,2.15,2.8,3.3,2.1,2.7,3.4,2.1,2.75,3.4,2.25,2.75,3.05,NA,NA
"559","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","SP2","01/06/03","Murcia","Levante",1,0,"H",0,0,"D",1.83,2.87,4.33,1.8,2.95,4.3,1.8,2.9,4.2,1.833,2.8,4.333,1.9,2.75,4,NA,NA
"561","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","SP2","01/06/03","Tenerife","Cordoba",2,0,"H",1,0,"H",2,2.87,3.6,2.05,2.7,3.7,2.1,2.7,3.4,2,2.7,3.75,2.1,2.7,3.4,NA,NA
"563","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","SP2","01/06/03","Terrassa","Numancia",1,1,"D",0,1,"A",2.25,2.75,3.2,2.15,2.8,3.3,2.2,2.7,3.2,2.25,2.625,3.2,2.25,2.7,3.1,NA,NA
"565","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","SP2","07/06/03","Elche","Terrassa",2,2,"D",0,1,"A",2.1,2.625,3.75,2.15,2.65,3.5,2.1,2.5,3.7,2.2,2.75,3.25,2.15,2.55,3.5,NA,NA
"567","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","SP2","07/06/03","Las Palmas","Murcia",1,4,"A",0,2,"A",2.5,2.75,2.75,2.4,2.75,2.88,2.3,2.8,2.9,2.1,2.62,3.75,2.5,2.7,2.7,NA,NA
"569","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","SP2","07/06/03","Leganes","Zaragoza",2,0,"H",1,0,"H",2.625,2.75,2.625,2.55,2.75,2.7,2.5,2.7,2.8,2.4,2.75,2.87,2.6,2.7,2.6,NA,NA
"571","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","SP2","07/06/03","Sp Gijon","Almeria",2,2,"D",1,1,"D",NA,NA,NA,2.1,2.6,3.75,2.2,2.4,3.6,2.2,2.62,3.5,2.25,2.35,3.7,NA,NA
"573","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","SP2","08/06/03","Albacete","Getafe",3,1,"H",1,1,"D",1.615,3.1,5.5,1.7,3.1,4.65,1.7,3,4.5,1.66,3.1,5,1.65,3,5,NA,NA
"575","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","SP2","08/06/03","Cordoba","Ferrol",1,2,"A",0,1,"A",2,2.75,3.8,2.05,2.67,3.75,2,2.6,3.9,2,2.75,3.8,2,2.75,3.6,NA,NA
"577","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","SP2","08/06/03","Levante","Tenerife",2,1,"H",1,1,"D",1.8,2.9,4.5,1.88,2.88,4,2,2.7,3.8,NA,NA,NA,1.85,2.7,4.4,NA,NA
"579","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","SP2","08/06/03","Numancia","Badajoz",4,0,"H",2,0,"H",1.8,3.1,4,1.9,2.85,4,1.75,3.2,4,1.83,2.9,4.2,1.95,2.95,3.5,NA,NA
"581","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","SP2","08/06/03","Poli Ejido","Oviedo",1,0,"H",1,0,"H",2.1,2.75,3.5,2.1,2.6,3.75,2.2,2.6,3.3,1.85,3,4,2.1,2.7,3.4,NA,NA
"583","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
