"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1"
"275","SP2","23/02/03","Leganes","Elche",2,2,"D",1,1,"D",2.25,2.75,3.2,2.25,2.75,3.15,2.3,2.6,3.1,2.25,2.7,3.1,2.25,2.75,3.05,2.25,1.5
"276","SP2","23/02/03","Levante","Almeria",2,1,"H",1,0,"H",1.727,3.1,4.5,1.8,3,4.35,1.7,2.9,4.6,1.727,3,4.5,1.8,3,4,2.15,1.55
"277","SP2","23/02/03","Murcia","Zaragoza",2,0,"H",1,0,"H",2.25,2.875,3,2.4,2.8,2.9,2.4,2.6,3,2.25,2.8,3,2.45,2.8,2.7,2.35,1.45
"278","SP2","23/02/03","Poli Ejido","Badajoz",1,0,"H",1,0,"H",1.909,3,3.75,2,2.8,3.8,2,2.6,3.8,1.95,2.8,3.75,2.1,2.75,3.35,2.25,1.5
"279","SP2","23/02/03","Salamanca","Terrassa",1,2,"A",0,1,"A",2.2,2.75,3.25,2.3,2.7,3.2,2.3,2.5,3.3,2.25,2.7,3.1,2.25,2.75,3.05,2.35,1.45
"280","SP2","23/02/03","Tenerife","Getafe",1,0,"H",0,0,"D",1.833,2.875,4.333,1.85,2.9,4.3,1.7,2.9,4.6,1.75,2.9,4.5,1.8,2.85,4.3,2.25,1.5
"281","SP2","01/03/03","Badajoz","Salamanca",1,1,"D",0,0,"D",2.4,2.75,2.875,2.5,2.75,2.8,2.4,2.7,2.9,2.375,2.8,2.8,2.25,2.8,3,2.5,1.4
"282","SP2","01/03/03","Zaragoza","Tenerife",1,3,"A",0,3,"A",1.909,2.8,4,1.92,2.85,4,1.85,2.8,3.9,1.85,2.9,4,1.8,3,4,2.35,1.45
"283","SP2","02/03/03","Almeria","Murcia",1,1,"D",0,0,"D",2.8,2.875,2.375,2.8,2.75,2.45,2.8,2.7,2.5,2.8,2.8,2.4,2.55,2.85,2.55,2.25,1.5
"284","SP2","02/03/03","Eibar","Levante",1,1,"D",0,0,"D",2.5,2.75,2.75,2.65,2.75,2.6,2.7,2.6,2.7,2.6,2.8,2.6,2.55,2.85,2.55,2.35,1.45
"285","SP2","02/03/03","Elche","Albacete",1,2,"A",0,1,"A",2.5,2.75,2.75,2.6,2.7,2.7,2.6,2.6,2.7,2.5,2.8,2.7,2.5,2.85,2.6,2.25,1.5
"286","SP2","02/03/03","Getafe","Ferrol",3,1,"H",1,1,"D",1.909,2.8,4,1.98,2.85,3.8,2,2.7,3.6,1.9,2.8,4,1.9,2.85,3.9,2.25,1.5
"287","SP2","02/03/03","Las Palmas","Sp Gijon",2,2,"D",1,1,"D",1.909,2.8,4,2,2.9,3.6,1.9,2.7,3.9,1.8,3,4,1.9,2.9,3.75,2.35,1.45
"288","SP2","02/03/03","Numancia","Poli Ejido",2,2,"D",1,2,"A",2.2,2.75,3.25,2.2,2.8,3.2,2.2,2.6,3.1,2.1,2.8,3.4,2.2,2.85,3,2.35,1.45
"289","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","SP2","02/03/03","Oviedo","Compostela",1,1,"D",0,1,"A",2.2,2.75,3.25,2.2,2.8,3.2,2.2,2.6,3.1,2.2,2.75,3.2,2.1,2.75,3.4,2.15,1.55
"291","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","SP2","02/03/03","Terrassa","Cordoba",0,4,"A",0,2,"A",2,2.8,3.75,2.05,2.8,3.6,2,2.6,3.6,1.909,2.9,3.75,1.95,2.9,3.6,2.25,1.5
"293","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","SP2","02/03/03","Xerez","Leganes",2,2,"D",0,1,"A",2,2.75,3.75,2,2.85,3.8,1.9,2.7,3.9,1.909,2.875,3.8,1.9,2.85,3.85,2.35,1.45
"295","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","SP2","08/03/03","Ferrol","Zaragoza",1,2,"A",0,1,"A",3,2.7,2.4,3,2.7,2.35,3,2.7,2.3,2.9,2.75,2.375,2.95,2.7,2.35,2.15,1.55
"297","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","SP2","08/03/03","Levante","Terrassa",1,0,"H",0,0,"D",1.833,2.875,4.333,1.85,3,4,1.8,2.8,4.4,1.8,2.9,4.5,1.8,2.9,4.2,2.15,1.55
"299","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","SP2","08/03/03","Tenerife","Almeria",1,1,"D",0,1,"A",1.667,3.1,5,1.66,3.1,5,1.6,3,5.6,1.6,3.1,5.5,1.65,3.1,4.8,1.95,1.65
"301","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","SP2","09/03/03","Albacete","Xerez",0,0,"D",0,0,"D",1.833,2.875,4.333,1.95,2.85,3.8,1.9,2.6,4.4,1.85,3,4,1.9,2.9,3.75,2.35,1.45
"303","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","SP2","09/03/03","Compostela","Getafe",1,3,"A",0,1,"A",2.25,2.75,3.2,2.2,2.7,3.3,2.1,2.7,3.5,2.2,2.75,3.25,2.25,2.7,3.1,2.15,1.55
"305","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","SP2","09/03/03","Cordoba","Badajoz",0,0,"D",0,0,"D",1.909,2.875,4,1.7,2.85,4,1.9,2.6,4.4,1.75,2.875,4.5,1.8,3,4.2,2.25,1.5
"307","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","SP2","09/03/03","Leganes","Sp Gijon",0,2,"A",0,0,"D",2.3,2.625,3.2,2.35,2.7,3,2.5,2.5,3,2.3,2.7,3.1,2.35,2.7,2.95,2.15,1.55
"309","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","SP2","09/03/03","Murcia","Eibar",4,2,"H",2,0,"H",1.615,3.1,5.5,1.63,3.2,5,1.6,3,5.6,1.6,3.1,5.5,1.65,3,5,1.95,1.65
"311","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","SP2","09/03/03","Oviedo","Las Palmas",0,0,"D",0,0,"D",2.75,2.75,2.5,2.2,2.7,3.3,2.8,2.8,2.4,2.875,2.75,2.4,2,2.8,3.6,2.15,1.55
"313","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","SP2","09/03/03","Poli Ejido","Elche",2,0,"H",1,0,"H",2.1,2.75,3.5,2.9,2.75,2.4,2.2,2.5,3.4,2.1,2.75,3.5,2.7,2.85,2.4,2.5,1.4
"315","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","SP2","09/03/03","Salamanca","Numancia",0,0,"D",0,0,"D",2.1,2.8,3.4,2.2,2.75,3.25,2.2,2.5,3.4,2.2,2.7,3.3,2.3,2.8,2.9,2.15,1.55
"317","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","SP2","15/03/03","Las Palmas","Leganes",1,4,"A",1,3,"A",1.72,2.75,5.5,1.75,3.05,4.25,1.7,2.8,5.2,1.73,2.8,5,1.7,3,4.6,2.25,1.5
"319","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","SP2","15/03/03","Terrassa","Murcia",0,1,"A",0,0,"D",2.62,2.75,2.62,2.6,2.75,2.58,3,2.6,2.4,2.62,2.7,2.62,2.5,2.95,2.5,2.35,1.45
"321","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","SP2","16/03/03","Almeria","Ferrol",3,2,"H",3,2,"H",2,2.8,3.75,2.05,2.8,3.45,1.85,2.7,4.4,2,2.75,3.75,2.1,2.9,3.15,2.35,1.45
"323","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","SP2","16/03/03","Badajoz","Levante",1,1,"D",0,1,"A",2.75,2.8,2.5,2.85,2.75,2.4,3,2.6,2.4,2.75,2.7,2.5,2.65,2.9,2.4,2.25,1.5
"325","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","SP2","16/03/03","Eibar","Tenerife",1,1,"D",1,0,"H",2.62,2.75,2.62,2.75,2.75,2.45,3,2.5,2.5,2.75,2.7,2.5,2.6,2.9,2.45,2.15,1.55
"327","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","SP2","16/03/03","Elche","Salamanca",2,1,"H",2,0,"H",2.1,2.8,3.4,2.2,2.75,3.15,2.1,2.6,3.6,2.2,2.7,3.2,2.1,2.85,3.2,2.35,1.45
"329","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","SP2","16/03/03","Getafe","Oviedo",1,1,"D",1,0,"H",1.72,2.9,5,1.9,2.9,3.8,1.9,2.9,3.8,1.85,2.88,4,2,2.85,3.5,2.25,1.5
"331","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","SP2","16/03/03","Numancia","Cordoba",0,0,"D",0,0,"D",2.1,2.8,3.4,2.15,2.8,3.2,2.3,2.5,3.2,2.2,2.7,3.25,2.35,2.8,2.8,2.35,1.45
"333","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","SP2","16/03/03","Sp Gijon","Albacete",0,1,"A",0,0,"D",2.4,2.87,2.8,2.45,2.75,2.75,2.5,2.5,3,2.6,2.6,2.75,2.3,2.85,2.85,2.25,1.5
"335","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","SP2","16/03/03","Xerez","Poli Ejido",2,1,"H",0,1,"A",2.2,2.75,3.25,2.2,2.75,3.15,2.3,2.5,3.2,2.25,2.7,3.1,NA,NA,NA,2.35,1.45
"337","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","SP2","16/03/03","Zaragoza","Compostela",0,1,"A",0,0,"D",1.57,3.25,3.5,1.55,3.2,5.75,1.6,3,5.6,1.57,3.2,5.5,NA,NA,NA,2.25,1.5
"339","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","SP2","22/03/03","Ferrol","Eibar",0,1,"A",0,0,"D",2.25,2.75,3.2,2.25,2.75,3.1,2.3,2.6,3.1,2.25,2.7,3.2,2.3,2.65,3.05,2.25,1.5
"341","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","SP2","22/03/03","Getafe","Las Palmas",0,0,"D",0,0,"D",2.3,2.7,3.1,2.25,2.75,3.1,2.3,2.6,3.1,2.3,2.7,3.1,2.25,2.75,3.05,2.05,1.6
"343","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","SP2","22/03/03","Poli Ejido","Sp Gijon",1,0,"H",1,0,"H",2.1,2.75,3.5,2.1,2.75,3.4,2.3,2.6,3.1,2.1,2.75,3.5,2.05,2.75,3.5,2.15,1.55
"345","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","SP2","23/03/03","Albacete","Leganes",2,0,"H",1,0,"H",1.727,3,4.5,1.7,3,4.75,1.8,2.8,4.4,1.727,2.875,5,1.75,2.65,5.2,2.15,1.55
"347","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","SP2","23/03/03","Compostela","Almeria",4,1,"H",2,0,"H",2.2,2.75,3.25,2.2,2.75,3.2,2.1,2.6,3.6,2.2,2.7,3.3,2.2,2.7,3.2,2.15,1.55
"349","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","SP2","23/03/03","Cordoba","Elche",1,0,"H",1,0,"H",2,2.8,3.75,1.95,2.8,3.75,2,2.6,4,2.1,2.75,3.5,1.9,2.85,3.8,2.15,1.55
"351","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","SP2","23/03/03","Levante","Numancia",0,0,"D",0,0,"D",1.727,2.9,5,1.7,3,4.75,1.7,2.9,4.8,1.7,3,4.8,1.7,2.95,4.7,2.05,1.6
"353","SP2","23/03/03","Murcia","Badajoz",2,0,"H",0,0,"D",1.533,3.25,6,1.55,3.25,5.5,1.55,3.1,5.5,1.533,3.4,5.5,1.55,3.05,6,2.05,1.6
"354","SP2","23/03/03","Oviedo","Zaragoza",0,2,"A",0,1,"A",2.625,2.75,2.625,2.75,2.75,2.45,2.8,2.7,2.5,2.75,2.75,2.5,2.6,2.7,2.6,2.15,1.55
"355","SP2","23/03/03","Salamanca","Xerez",1,1,"D",1,1,"D",2.5,2.75,2.875,2.35,2.75,2.9,2.5,2.6,2.9,2.3,2.75,3,2.6,2.7,2.6,2.25,1.5
"356","SP2","23/03/03","Tenerife","Terrassa",1,1,"D",0,1,"A",1.833,2.875,4.333,1.75,3,4.4,1.7,2.9,5,1.8,2.875,4.5,1.9,2.75,4,2.15,1.55
"357","SP2","29/03/03","Eibar","Compostela",2,1,"H",1,0,"H",2.25,2.6,3.4,2.15,2.7,3.4,2.3,2.5,3.2,2.2,2.62,3.4,2.25,2.7,3.1,2.15,1.55
"358","SP2","29/03/03","Elche","Levante",0,2,"A",0,1,"A",2.62,2.62,2.75,2.65,2.6,2.75,2.5,2.4,3.1,2.6,2.7,2.7,2.55,2.75,2.6,2.25,1.5
"359","SP2","29/03/03","Las Palmas","Albacete",1,1,"D",0,1,"A",2.75,2.62,2.62,2.6,2.6,2.8,2.6,2.7,2.7,2.6,2.7,2.7,2.3,2.7,3,2.25,1.5
"360","SP2","29/03/03","Xerez","Cordoba",1,0,"H",1,0,"H",2,2.75,3.8,1.95,2.75,4,2.1,2.6,3.6,1.8,2.9,4.33,2,2.75,3.65,2.15,1.55
"361","SP2","30/03/03","Almeria","Oviedo",1,1,"D",1,1,"D",2.1,2.75,3.5,2.05,2.8,3.6,2.1,2.8,3.3,2,2.8,3.6,2.2,2.65,3.25,2.15,1.55
"362","SP2","30/03/03","Badajoz","Tenerife",2,1,"H",2,0,"H",2.75,2.62,2.62,2.8,2.7,2.55,3,2.7,2.3,2.8,2.7,2.5,2.9,2.8,2.3,2.25,1.5
"363","SP2","30/03/03","Leganes","Poli Ejido",2,0,"H",1,0,"H",2.4,2.7,3,2.5,2.6,2.92,2.4,2.5,3.1,2.4,2.62,3,2.55,2.75,2.6,2.25,1.5
"364","SP2","30/03/03","Numancia","Murcia",0,2,"A",0,2,"A",2.75,2.62,2.62,2.85,2.7,2.5,2.9,2.6,2.5,2.8,2.7,2.5,3,2.7,2.3,2.15,1.55
"365","SP2","30/03/03","Sp Gijon","Salamanca",1,1,"D",0,1,"A",2,2.75,3.8,2.05,2.75,3.6,2,2.5,3.8,1.75,3,4.5,1.9,2.8,3.9,2.5,1.4
"366","SP2","30/03/03","Terrassa","Ferrol",2,1,"H",2,1,"H",1.8,2.9,4.5,1.85,2.9,4.2,1.8,2.9,4.2,2,2.75,3.75,1.7,3,4.6,2.15,1.55
"367","SP2","30/03/03","Zaragoza","Getafe",3,1,"H",1,1,"D",1.72,2.87,5,1.7,3.1,4.7,1.7,3,4.6,2,2.75,3.8,1.7,3,4.6,2.05,1.6
"368","SP2","05/04/03","Murcia","Elche",1,0,"H",1,0,"H",1.571,3.25,5.5,1.6,3.25,5.3,1.55,3.3,5.2,1.571,3.2,5.5,1.6,3.3,4.8,2.05,1.6
"369","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","SP2","06/04/03","Compostela","Terrassa",2,1,"H",0,0,"D",2.25,2.7,3.25,2.25,2.7,3.2,2.3,2.5,3.2,2.25,2.7,3.1,2.2,2.7,3.2,2.15,1.55
"371","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","SP2","06/04/03","Cordoba","Sp Gijon",1,1,"D",1,0,"H",2.2,2.625,3.4,2.1,2.7,3.6,2.1,2.6,3.6,2.1,2.75,3.4,1.95,2.7,3.9,2.15,1.55
"373","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","SP2","06/04/03","Ferrol","Badajoz",2,0,"H",1,0,"H",2.25,2.75,3.2,2.2,2.75,3.25,2.3,2.6,3.1,2.25,2.75,3.1,2.4,2.6,2.95,2.25,1.5
"375","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","SP2","06/04/03","Getafe","Almeria",1,1,"D",0,1,"A",1.909,2.875,4,1.95,2.8,3.88,1.9,2.8,4,1.909,2.8,4,2,2.7,3.7,2.15,1.55
"377","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","SP2","06/04/03","Levante","Xerez",0,0,"D",0,0,"D",1.8,2.875,4.5,1.85,2.85,4.25,1.85,2.7,4.4,1.85,2.8,4.2,2.05,2.7,3.6,2.05,1.6
"379","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","SP2","06/04/03","Oviedo","Eibar",1,2,"A",0,1,"A",2.25,2.75,3.2,2.35,2.7,3.05,2.3,2.5,3.2,2.3,2.7,3,2.3,2.7,3,2.25,1.5
"381","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","SP2","06/04/03","Poli Ejido","Albacete",0,1,"A",0,0,"D",2.5,2.75,2.75,2.6,2.55,2.85,2.6,2.7,2.7,2.5,2.75,2.7,2.5,2.6,2.85,2.15,1.55
"383","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","SP2","06/04/03","Salamanca","Leganes",1,1,"D",1,0,"H",2.2,2.625,3.4,2.2,2.65,3.4,2.3,2.5,3.2,2.2,2.6,3.4,2.4,2.6,2.95,2.4,1.45
"385","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","SP2","06/04/03","Tenerife","Numancia",2,0,"H",1,0,"H",1.833,2.875,4.333,1.85,2.8,4.4,1.8,2.6,4.8,1.833,2.8,4.333,1.9,2.75,4,2.15,1.55
"387","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","SP2","06/04/03","Zaragoza","Las Palmas",1,2,"A",0,0,"D",1.727,2.875,5,1.8,2.92,4.35,1.8,2.7,4.7,1.8,2.875,4.333,1.8,2.85,4.25,2.15,1.55
"389","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","SP2","12/04/03","Elche","Tenerife",1,0,"H",0,0,"D",2.4,2.75,2.875,2.4,2.65,3,2.6,2.6,2.8,2.4,2.75,2.8,2.4,2.75,2.8,1.5,2.25
"391","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","SP2","12/04/03","Las Palmas","Poli Ejido",2,0,"H",2,0,"H",1.909,2.875,4,1.91,2.8,4,1.8,2.9,4.2,1.95,2.875,3.6,2,2.7,3.75,1.5,2.25
"393","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","SP2","12/04/03","Terrassa","Oviedo",2,2,"D",0,0,"D",1.833,2.875,4.333,1.95,2.8,3.9,2.1,2.8,3.3,1.909,2.875,3.75,1.9,2.8,3.9,1.55,2.15
"395","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","SP2","13/04/03","Albacete","Salamanca",0,0,"D",0,0,"D",1.667,2.875,5.5,1.66,3,5,1.7,2.9,4.8,1.667,3,5,1.65,3,5,1.5,2.25
"397","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","SP2","13/04/03","Almeria","Zaragoza",0,1,"A",0,1,"A",3.1,2.625,2.375,3,2.6,2.45,3,2.7,2.3,2.875,2.7,2.375,3,2.7,2.3,1.45,2.35
"399","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","SP2","13/04/03","Badajoz","Compostela",0,2,"A",0,1,"A",2.3,2.75,3,2.3,2.7,3.1,2.3,2.5,3.2,2.3,2.7,3,NA,NA,NA,1.5,2.25
"401","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","SP2","13/04/03","Eibar","Getafe",0,0,"D",0,0,"D",2.2,2.8,3.1,2.1,2.75,3.5,2.1,2.5,3.7,2.1,2.7,3.5,2.1,2.7,3.45,1.5,2.25
"403","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","SP2","13/04/03","Leganes","Cordoba",0,3,"A",0,1,"A",2.2,2.75,3.25,2.3,2.7,3.1,2.3,2.5,3.2,2.2,2.7,3.25,2.25,2.75,3.05,1.45,2.35
"405","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","SP2","13/04/03","Numancia","Ferrol",4,2,"H",1,0,"H",1.833,2.875,4.333,1.85,2.85,4.25,1.75,2.8,4.8,1.85,2.875,4,1.9,2.85,3.8,1.5,2.25
"407","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","SP2","13/04/03","Sp Gijon","Levante",3,2,"H",1,0,"H",2.5,2.625,2.875,2.6,2.5,2.9,2.6,2.5,2.9,2.5,2.5,3,2.5,2.7,2.7,1.6,2.05
"409","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","SP2","13/04/03","Xerez","Murcia",2,0,"H",0,0,"D",2.5,2.75,2.75,2.6,2.7,2.7,2.7,2.6,2.7,2.5,2.7,2.75,2.55,2.75,2.6,1.55,2.15
"411","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","SP2","19/04/03","Almeria","Las Palmas",1,0,"H",1,0,"H",2.5,2.625,2.875,2.6,2.7,2.7,3,2.6,2.4,2.6,2.7,2.7,2.6,2.7,2.6,NA,NA
"413","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","SP2","20/04/03","Compostela","Numancia",1,0,"H",0,0,"D",2,2.75,3.8,2.05,2.75,3.65,2,2.7,3.8,2.1,2.625,3.75,2,2.75,3.65,NA,NA
"415","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","SP2","20/04/03","Cordoba","Albacete",0,2,"A",0,0,"D",2.875,2.625,2.5,2.7,2.7,2.6,2.7,2.7,2.6,2.8,2.625,2.6,2.65,2.6,2.65,NA,NA
"417","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","SP2","20/04/03","Ferrol","Elche",1,0,"H",1,0,"H",2.4,2.7,3,2.4,2.7,2.95,2.3,2.8,2.9,2.4,2.75,2.9,2.55,2.85,2.55,NA,NA
"419","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","SP2","20/04/03","Getafe","Terrassa",2,1,"H",0,0,"D",2.2,2.625,3.4,2.15,2.7,3.5,2,2.7,3.8,2.2,2.7,3.3,2.35,2.75,2.85,NA,NA
"421","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","SP2","20/04/03","Levante","Leganes",4,0,"H",0,0,"D",1.615,3.1,5.5,1.7,3.05,4.85,1.75,2.9,4.6,1.667,3,5,1.7,3,4.6,NA,NA
"423","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","SP2","20/04/03","Murcia","Sp Gijon",0,0,"D",0,0,"D",1.615,3.1,4.5,1.7,3.1,4.75,1.65,3,5,1.615,3.1,5.25,1.7,3,4.6,NA,NA
"425","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
