"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","SYH","SYD","SYA","WHH","WHD","WHA"
"132","I1","19/12/01","Roma","Brescia",0,0,"D",0,0,"D",1.28,4.45,9,1.35,4,7,1.33,4,8,1.3,4.2,9,1.36,4,7,1.33,4,8
"133","I1","19/12/01","Torino","Parma",1,0,"H",1,0,"H",2.2,2.9,3.15,2.3,2.8,2.9,2.1,3,3.2,2.2,2.88,3.2,2.2,2.88,3.1,2.25,2.87,3
"134","I1","19/12/01","Venezia","Piacenza",2,3,"A",1,0,"H",2.22,2.95,3.05,2.3,2.7,3,2.25,2.87,3,2.38,2.88,2.88,2.3,2.88,2.9,2.3,2.9,2.9
"135","I1","22/12/01","Chievo","Roma",0,3,"A",0,1,"A",2.6,2.9,2.6,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.88,2.62,2.62,2.88,2.5,2.5,2.8,2.7
"136","I1","22/12/01","Lazio","Bologna",2,2,"D",2,1,"H",1.45,3.7,6.5,1.5,3.5,5.4,1.4,3.75,7,1.44,3.6,7,1.44,3.6,6.5,1.44,3.5,7
"137","I1","23/12/01","Brescia","Juventus",0,4,"A",0,2,"A",3.4,2.9,2.1,3.3,2.8,2.1,3.6,2.87,2,3.2,2.88,2.2,3.4,2.8,2.1,3.1,2.87,2.2
"138","I1","23/12/01","Milan","Verona",2,1,"H",0,0,"D",1.36,3.85,8.2,1.5,3.5,5.4,1.33,4,8,1.4,3.75,7.5,1.36,3.75,8,1.4,3.75,7
"139","I1","23/12/01","Parma","Fiorentina",2,0,"H",0,0,"D",1.75,3.15,4.4,1.75,3.2,4,1.73,3.2,4.33,1.75,3.1,4.33,1.8,3.1,4,1.72,3.2,4.33
"140","I1","23/12/01","Perugia","Atalanta",2,0,"H",0,0,"D",2.1,3,3.25,2.2,2.9,3,2.2,3,3,2.05,2.88,3.5,NA,NA,NA,2.1,2.9,3.25
"141","I1","23/12/01","Piacenza","Inter",2,3,"A",0,1,"A",4,3.1,1.85,3.6,3,1.9,4,3.2,1.8,4,3,1.85,3.75,3,1.91,4,2.87,1.9
"142","I1","23/12/01","Torino","Venezia",1,2,"A",0,1,"A",1.62,3.2,5.35,1.65,3.3,4.4,1.61,3.25,5,1.57,3.2,5.75,1.62,3.25,5,1.61,3.1,5.5
"143","I1","23/12/01","Udinese","Lecce",0,1,"A",0,1,"A",1.67,3.2,4.9,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.25,5.25,1.73,3.2,4.33,1.66,3.1,5
"144","I1","05/01/02","Lecce","Milan",0,1,"A",0,0,"D",3.4,2.95,2.08,3.2,2.9,2.1,3.4,2.8,2.1,3.6,2.88,2.05,3.4,3,2,3.4,2.8,2.1
"145","I1","06/01/02","Atalanta","Chievo",1,2,"A",1,0,"H",2.2,2.95,3.1,2.1,3,3.1,2.25,3,2.87,2.3,2.9,2.9,2.38,2.88,2.8,2.25,2.87,3
"146","I1","06/01/02","Bologna","Brescia",2,1,"H",2,1,"H",1.75,3.2,4.3,1.75,3.2,4,1.73,3.2,4.33,1.8,3,4.33,1.8,3.1,4,1.72,3.1,4.5
"147","I1","06/01/02","Fiorentina","Perugia",1,3,"A",1,1,"D",1.95,3.05,3.65,1.9,3,3.6,1.91,3.2,3.5,2,3,3.5,1.91,3.1,3.6,2,2.87,3.6
"148","I1","06/01/02","Inter","Lazio",0,0,"D",0,0,"D",1.9,3.05,3.8,2,2.9,3.4,1.91,3.2,3.5,1.91,3,3.8,1.83,3,4,1.9,2.87,4
"149","I1","06/01/02","Juventus","Udinese",3,0,"H",3,0,"H",1.35,4,8,1.35,4,7,1.33,3.75,9,1.4,3.75,7.5,1.36,3.75,8,1.33,4,8
"150","I1","06/01/02","Roma","Torino",1,0,"H",1,0,"H",1.3,4.4,8.35,1.35,4,7,1.33,3.75,9,1.3,4.33,8.5,1.29,4.33,8.5,1.25,4.5,10
"151","I1","06/01/02","Venezia","Parma",3,4,"A",2,3,"A",2.65,3.1,2.35,2.8,2.8,2.4,2.75,2.87,2.4,2.8,2.88,2.4,2.62,2.88,2.5,2.8,2.9,2.37
"152","I1","06/01/02","Verona","Piacenza",1,0,"H",0,0,"D",1.82,3.1,4.1,1.8,3,4,1.8,3.2,4,1.83,3,4.2,1.8,3,4.33,1.83,2.87,4.33
"153","I1","13/01/02","Atalanta","Bologna",2,2,"D",2,1,"H",2.05,3.1,3.3,2.1,2.9,3.2,2.1,3,3.2,2,2.9,3.6,2.2,2.88,3.1,2,2.9,3.5
"154","I1","13/01/02","Chievo","Fiorentina",2,2,"D",1,1,"D",1.44,3.75,6.4,1.5,3.7,5,1.44,3.6,6.5,1.44,3.5,7,1.5,3.4,6,1.44,3.75,6
"155","I1","13/01/02","Milan","Brescia",0,0,"D",0,0,"D",1.35,4.1,7.6,1.45,3.5,6,1.36,3.75,4.5,1.33,4,8,1.3,4.33,8,1.33,4,8
"156","I1","13/01/02","Parma","Lecce",1,1,"D",0,0,"D",1.6,3.3,5.3,1.5,3.5,5.4,1.61,3.25,5,1.62,3.25,5,1.62,3.25,5,1.61,3.3,5
"157","I1","13/01/02","Perugia","Inter",0,2,"A",0,0,"D",3.6,3,2,3.3,3,2,3.75,3,1.91,3.5,2.88,2.05,3.75,3,1.91,3.6,2.87,2
"158","I1","13/01/02","Piacenza","Lazio",1,0,"H",0,0,"D",3.3,3,2.1,3.2,2.9,2.1,3.5,3.2,1.91,3.4,3,2,3.4,3,2,3.1,2.87,2.2
"159","I1","13/01/02","Roma","Verona",3,2,"H",0,1,"A",1.33,4.1,8.3,1.35,4,7,1.3,4,9,1.3,4.33,8,1.3,4.33,8,1.36,3.75,8
"160","I1","13/01/02","Torino","Udinese",3,1,"H",1,1,"D",1.9,3.1,3.6,1.9,3.1,3.5,1.8,3.2,4,1.85,3,4,1.91,3,3.8,1.9,3,3.75
"161","I1","13/01/02","Venezia","Juventus",1,2,"A",0,1,"A",5.65,3.4,1.55,4.6,3.2,1.65,6,3.4,1.5,6,3.2,1.55,5,3.25,1.62,7,3.2,1.5
"162","I1","19/01/02","Brescia","Torino",1,2,"A",0,0,"D",2,2.85,3.7,1.9,3,3.6,2,3,3.4,2,3,3.5,1.91,2.88,4,1.9,2.87,4
"163","I1","20/01/02","Bologna","Chievo",3,1,"H",1,0,"H",2.2,2.9,3.15,2.2,2.9,3,2.25,2.87,3,2.2,3,3,2.2,2.8,3.2,2.2,3.1,2.87
"164","I1","20/01/02","Fiorentina","Milan",1,1,"D",0,0,"D",3.2,3.05,2.1,3.1,3,2.1,3.2,3,2.1,3.2,3,2.1,3.2,3,2.1,3.1,2.87,2.2
"165","I1","20/01/02","Inter","Parma",2,0,"H",1,0,"H",1.4,3.85,7.25,1.55,3.5,4.8,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7
"166","I1","20/01/02","Juventus","Atalanta",3,0,"H",2,0,"H",1.28,4.5,9,1.25,4.5,9,1.33,3.75,9,1.33,4,8,1.3,4.33,8,1.28,4,10
"167","I1","20/01/02","Lazio","Perugia",5,0,"H",2,0,"H",1.4,3.8,7.2,1.4,3.7,6.4,1.4,3.75,7,1.44,3.5,7,1.4,3.75,7,1.44,3.4,7
"168","I1","20/01/02","Lecce","Piacenza",0,0,"D",0,0,"D",1.95,2.9,3.85,2,2.9,3.4,2.1,2.87,3.4,2.1,2.88,3.4,2,2.88,3.6,2.1,2.8,3.4
"169","I1","20/01/02","Udinese","Roma",1,1,"D",0,0,"D",3.75,3.3,1.84,3.6,3,1.9,4,3.2,1.8,3.75,3.2,1.83,4,3,1.83,4,3,1.83
"170","I1","20/01/02","Verona","Venezia",1,0,"H",1,0,"H",1.55,3.35,5.85,1.5,3.5,5.4,1.57,3.25,5.5,1.6,3.25,5.25,1.5,3.4,6,1.5,3.4,6
"171","I1","26/01/02","Parma","Bologna",2,1,"H",2,0,"H",1.95,3.2,3.5,2,2.9,3.4,2.1,3,3.2,2,2.875,3.6,2.1,3,3.2,1.9,3,3.75
"172","I1","27/01/02","Atalanta","Fiorentina",2,0,"H",1,0,"H",1.9,3.05,3.85,1.85,3.1,3.6,1.83,3,4,1.909,3,3.8,1.909,3,3.75,2,3,3.4
"173","I1","27/01/02","Chievo","Juventus",1,3,"A",0,1,"A",3.25,3.1,2.05,3.3,3,2,3.2,3,2.1,3.1,3,2.15,3,3,2.2,3.3,2.87,2.1
"174","I1","27/01/02","Lecce","Brescia",1,3,"A",1,1,"D",2.1,3,3.3,2,2.9,3.4,2.2,3,3,2.1,3,3.25,2.1,2.875,3.3,2.1,2.87,3.3
"175","I1","27/01/02","Milan","Udinese",2,3,"A",2,1,"H",1.4,3.85,7,1.4,3.7,6.4,1.36,3.75,8,1.4,3.75,7.5,1.4,3.75,7,1.36,3.75,8
"176","I1","27/01/02","Perugia","Verona",3,1,"H",0,1,"A",2.05,3,3.4,2,2.9,3.4,2,3,3.4,2.05,3,3.4,2.1,3,3.2,2.1,3,3.2
"177","I1","27/01/02","Roma","Piacenza",2,0,"H",1,0,"H",1.3,4.4,8.3,1.3,4.2,8,1.33,3.75,9,1.3,4.333,8.5,1.286,4.333,8.5,1.25,4.5,10
"178","I1","27/01/02","Torino","Lazio",1,0,"H",0,0,"D",2.9,3,2.3,2.8,2.9,2.3,2.8,2.87,2.37,2.8,3,2.375,2.8,3,2.3,2.8,2.87,2.4
"179","I1","27/01/02","Venezia","Inter",1,1,"D",0,1,"A",5.75,3.65,1.5,4.6,3.4,1.6,6,3.4,1.5,6.5,3.4,1.5,5.5,3.4,1.533,5.5,3.4,1.53
"180","I1","30/01/02","Chievo","Lazio",3,1,"H",0,1,"A",2.25,3.1,2.85,2.4,2.9,2.7,2.25,3,2.87,2.375,3,2.75,2.375,2.875,2.8,2.37,2.9,2.8
"181","I1","02/02/02","Inter","Torino",0,0,"D",0,0,"D",1.33,4.2,7.85,1.4,3.7,6.4,1.4,3.75,7,1.4,3.75,7.5,1.333,4,8,1.3,4,9.5
"182","I1","03/02/02","Bologna","Venezia",1,1,"D",0,1,"A",1.5,3.5,6.3,1.5,3.5,5.4,1.5,3.4,6,1.5,3.5,6,1.5,3.4,6,1.53,3.5,5.5
"183","I1","03/02/02","Brescia","Parma",1,4,"A",0,3,"A",2.35,2.9,2.9,2.4,2.8,2.8,2.4,3,2.62,2.375,3,2.75,2.3,2.8,3,2.37,3,2.7
"184","I1","03/02/02","Fiorentina","Roma",2,2,"D",2,0,"H",4.2,3.2,1.75,3.5,3.1,1.9,3.75,3,1.91,3.75,3.1,1.909,4,3,1.833,4,3,1.83
"185","I1","03/02/02","Juventus","Lecce",3,0,"H",1,0,"H",1.21,5,11,1.2,5,10,1.25,4.5,10,1.25,4.6,10,1.2,5,11,1.2,5,11
"186","I1","03/02/02","Lazio","Milan",1,1,"D",1,0,"H",2.15,3,3.15,2.2,2.8,3.1,2.1,3,3.2,2.2,3,3.1,2.2,2.875,3.1,2.25,2.87,3
"187","I1","03/02/02","Piacenza","Chievo",2,2,"D",1,1,"D",2.4,3,2.75,2.3,2.9,2.8,2.2,3.2,2.8,2.4,3,2.7,2.5,2.875,2.625,2.5,2.9,2.62
"188","I1","03/02/02","Udinese","Perugia",0,0,"D",0,0,"D",1.85,3,4.15,1.85,3.1,3.6,1.73,3.2,4.33,1.75,3.2,4.333,1.8,3.1,4,1.9,3,3.75
"189","I1","03/02/02","Verona","Atalanta",3,1,"H",2,0,"H",1.9,3.05,3.8,1.85,3.1,3.6,1.83,3,4,1.85,3.1,4,1.909,3,3.75,1.9,2.87,4
"190","I1","09/02/02","Chievo","Udinese",1,2,"A",0,2,"A",1.75,3.2,4.32,1.8,3.1,3.8,1.73,3.2,4.33,1.667,3.2,4.75,1.727,3.2,4.333,1.72,3.1,4.5
"191","I1","10/02/02","Atalanta","Brescia",0,0,"D",0,0,"D",1.85,3,4.15,1.9,3,3.6,1.8,3.2,4,1.85,2.9,4.2,1.833,3,4,1.9,2.87,4
"192","I1","10/02/02","Bologna","Inter",2,1,"H",0,0,"D",3.4,3,2.05,3,2.9,2.2,3.2,2.8,2.2,3.2,3,2.15,3.1,2.875,2.2,3.2,2.8,2.2
"193","I1","10/02/02","Lecce","Verona",1,1,"D",1,0,"H",2.25,2.9,3.05,2.2,2.9,3,2.2,3,3,2.2,2.875,3.2,2.3,2.875,2.9,2.2,2.8,3.2
"194","I1","10/02/02","Milan","Perugia",1,1,"D",1,0,"H",1.4,3.8,7.2,1.4,3.7,6.4,1.4,3.75,7,1.444,3.6,7,1.4,3.75,7,1.44,3.6,6.5
"195","I1","10/02/02","Parma","Lazio",1,0,"H",0,0,"D",2.3,2.95,2.92,2.2,2.9,3,2.2,3,3,2.25,2.9,3.1,2.2,3,3,2.25,2.87,3
"196","I1","10/02/02","Roma","Juventus",0,0,"D",0,0,"D",2.25,2.9,3.05,2.2,2.9,3,2.25,2.87,3,2.25,2.875,3.1,2.25,2.875,3,2.37,2.8,2.9
"197","I1","10/02/02","Torino","Piacenza",1,1,"D",0,0,"D",1.85,2.95,4.2,1.75,3.2,4,1.73,3.2,4.33,1.8,3,4.5,1.8,3,4.333,1.8,3,4.2
"198","I1","10/02/02","Venezia","Fiorentina",2,0,"H",1,0,"H",2.33,3.1,2.75,2.5,2.8,2.7,2.5,2.87,2.62,2.25,3,2.875,2.375,3.1,2.6,2.37,3.1,2.62
"199","I1","16/02/02","Juventus","Fiorentina",2,1,"H",2,1,"H",1.2,5,11.9,1.25,4.5,9,1.25,4.5,10,1.25,4.5,10,1.2,5,11,1.2,5,11
"200","I1","16/02/02","Milan","Atalanta",0,0,"D",0,0,"D",1.47,3.5,6.6,1.5,3.5,5.4,1.44,3.4,7,1.533,3.3,6,1.444,3.4,7,1.5,3.4,6
"201","I1","17/02/02","Brescia","Roma",0,0,"D",0,0,"D",3.95,3.1,1.85,3.6,3,1.9,4,3,1.83,4,3,1.85,4,3,1.833,4,3,1.83
"202","I1","17/02/02","Lazio","Chievo",1,1,"D",0,0,"D",1.7,3.25,4.52,1.6,3.4,4.6,1.73,3.2,4.33,1.727,3.2,4.333,1.667,3.1,5,1.66,3.1,5
"203","I1","17/02/02","Parma","Torino",0,1,"A",0,0,"D",1.7,3.1,4.85,1.65,3.3,4.4,1.67,3.2,5,1.667,3.2,4.75,1.667,3.1,5,1.66,3.1,5
"204","I1","17/02/02","Perugia","Lecce",2,1,"H",1,1,"D",1.93,3.15,3.55,1.85,3.1,3.6,1.83,2.87,4.33,1.909,3.1,3.6,1.909,3.1,3.6,1.9,3.1,3.6
"205","I1","17/02/02","Piacenza","Venezia",5,0,"H",3,0,"H",1.76,3.15,4.4,1.7,3.2,4.2,1.73,3.2,4.33,1.75,3.1,4.333,1.727,3.2,4.333,1.72,3.1,4.5
"206","I1","17/02/02","Udinese","Bologna",0,1,"A",0,1,"A",2.2,2.9,3.15,2.1,2.9,3.2,2.1,3,3.2,2.3,2.9,2.9,2.25,2.875,3,2.25,3,2.87
"207","I1","17/02/02","Verona","Inter",0,3,"A",0,1,"A",3.15,3,2.15,3,2.9,2.2,3,2.87,2.25,3,2.9,2.25,3,2.875,2.25,3.1,2.8,2.25
"208","I1","23/02/02","Roma","Perugia",1,0,"H",0,0,"D",1.38,4,7.15,1.35,4,7,1.33,3.75,9,1.364,3.75,8.5,1.3,4,9.5,1.3,4,9.5
"209","I1","24/02/02","Atalanta","Lazio",0,1,"A",0,0,"D",2.6,2.85,2.65,2.3,2.9,2.8,2.4,2.87,2.8,2.5,3,2.6,2.4,2.875,2.75,2.5,2.9,2.62
"210","I1","24/02/02","Bologna","Verona",2,1,"H",0,0,"D",1.65,3.25,5,1.65,3.3,4.4,1.61,3.25,5,1.6,3.2,5.5,1.667,3.1,5,1.61,3.1,5.5
"211","I1","24/02/02","Chievo","Brescia",1,1,"D",1,0,"H",1.63,3.3,5,1.7,3.2,4.2,1.73,2.87,5,1.615,3.2,5.5,1.615,3.25,5,1.66,3.1,5
"212","I1","24/02/02","Fiorentina","Lecce",1,2,"A",1,1,"D",1.7,3.3,4.4,1.65,3.3,4.4,1.73,3.2,4.33,1.65,3.2,5,NA,NA,NA,1.66,3.1,5
"213","I1","24/02/02","Inter","Udinese",3,2,"H",1,0,"H",1.4,3.8,7.2,1.4,3.7,6.4,1.36,3.75,8,1.444,3.6,7,1.364,3.75,8,1.4,3.75,7
"214","I1","24/02/02","Piacenza","Parma",2,3,"A",0,2,"A",2.45,3,2.7,2.5,3,2.5,2.5,2.87,2.62,2.4,2.9,2.8,2.4,2.875,2.75,2.5,2.75,2.8
"215","I1","24/02/02","Torino","Juventus",2,2,"D",0,1,"A",4.25,3.1,1.8,3.8,3.1,1.8,4,3,1.83,4.6,3,1.75,4.5,3.1,1.727,4.5,2.9,1.8
"216","I1","24/02/02","Venezia","Milan",1,4,"A",1,1,"D",5,3.4,1.6,4.6,3.4,1.6,3.2,3,2.1,5,3.3,1.6,4.5,3.5,1.615,5,3.25,1.61
"217","I1","03/03/02","Brescia","Piacenza",2,2,"D",0,0,"D",1.95,3,3.7,2,2.9,3.4,1.91,2.87,4,1.909,2.9,4,1.909,3,3.75,1.9,2.87,4
"218","I1","03/03/02","Juventus","Bologna",2,1,"H",1,1,"D",1.42,3.6,7.35,1.4,3.7,6.4,1.4,3.75,7,1.5,3.4,6.5,1.444,3.4,7,1.44,3.5,7
"219","I1","03/03/02","Lazio","Venezia",4,2,"H",3,0,"H",1.18,5.2,12.9,1.2,5,10,1.17,5,15,1.182,5,12,1.167,5.5,12,1.12,6,15
"220","I1","03/03/02","Lecce","Roma",1,1,"D",0,1,"A",4.55,3,1.77,3.5,3.1,1.9,4.5,2.87,1.8,4.2,3,1.85,4,3.1,1.8,4.2,2.75,1.9
"221","I1","03/03/02","Milan","Inter",0,1,"A",0,0,"D",2.78,2.75,2.52,2.6,2.8,2.6,2.8,2.87,2.4,2.75,2.875,2.5,2.6,2.8,2.6,2.75,2.75,2.5
"222","I1","03/03/02","Perugia","Torino",2,0,"H",1,0,"H",2,2.75,4,2,3,3.3,2.1,2.8,3.4,2,2.875,3.5,2.1,2.875,3.3,2,3,3.4
"223","I1","03/03/02","Udinese","Atalanta",1,2,"A",1,0,"H",1.92,2.95,3.9,2,3,3.3,1.8,3,4.33,1.85,3.1,4,1.8,3.1,4,2,2.9,3.6
"224","I1","03/03/02","Verona","Fiorentina",1,2,"A",0,1,"A",1.6,3.45,4.95,1.55,3.5,4.8,1.61,3.25,5,1.615,3.4,5,1.571,3.5,5,1.57,3.5,5
"225","I1","09/03/02","Inter","Juventus",2,2,"D",1,1,"D",2.3,2.9,2.95,2.2,2.9,3,2.25,2.87,3,2.25,2.875,3.1,2.2,2.8,3.2,2.25,2.8,3.1
"226","I1","10/03/02","Atalanta","Lecce",2,1,"H",2,0,"H",1.85,3.1,3.95,1.85,3.1,3.6,1.83,3,4,1.909,3,3.75,1.727,3.1,4.5,1.9,3,3.75
"227","I1","10/03/02","Bologna","Milan",2,0,"H",2,0,"H",2.35,2.9,2.9,2.4,2.9,2.7,2.25,2.87,3,2.3,2.875,3,2.375,2.875,2.8,2.3,2.8,3
"228","I1","10/03/02","Fiorentina","Udinese",0,0,"D",0,0,"D",1.95,3.15,3.45,2,3,3.3,1.91,3.25,3.4,1.95,3.2,3.4,2,3.2,3.2,2,3.2,3.2
"229","I1","10/03/02","Lazio","Roma",1,5,"A",0,3,"A",2.85,2.95,2.33,2.8,2.8,2.4,2.75,2.8,2.5,2.875,2.875,2.375,2.75,2.875,2.4,2.75,2.75,2.5
"230","I1","10/03/02","Piacenza","Perugia",2,0,"H",1,0,"H",2,3,3.55,1.9,3,3.6,1.91,3,3.75,2,3,3.5,2.1,3,3.2,2.1,3,3.2
"231","I1","10/03/02","Torino","Chievo",2,2,"D",1,1,"D",2.3,2.9,3,2,3,3.3,2,3,3.4,2.1,3,3.25,2.25,2.875,3,2.1,3,3.2
"232","I1","10/03/02","Venezia","Brescia",1,2,"A",1,0,"H",3.5,3.3,1.9,NA,NA,NA,NA,NA,NA,3.6,3.25,1.833,3.5,3.2,1.909,3.4,3,2
"233","I1","10/03/02","Verona","Parma",1,0,"H",0,0,"D",2.65,2.6,2.75,2.6,2.6,2.8,2.62,2.62,2.8,2.7,2.4,3,2.5,2.7,2.875,2.5,2.5,3.1
"234","I1","13/03/02","Parma","Chievo",0,0,"D",0,0,"D",1.95,3.05,3.65,1.8,3.1,3.8,1.8,3.2,4,1.909,3.1,3.75,1.8,3.1,4,2,3,3.4
"235","I1","16/03/02","Roma","Atalanta",3,1,"H",2,0,"H",1.31,4.3,8.6,1.35,4,7,1.33,3.75,9,1.3,4.2,9,1.286,4.333,8.5,1.28,4,10
"236","I1","17/03/02","Brescia","Lazio",1,1,"D",0,0,"D",2.65,2.9,2.55,2.5,3,2.5,2.62,2.87,2.5,2.625,3,2.5,2.625,2.875,2.5,2.6,2.8,2.6
"237","I1","17/03/02","Chievo","Venezia",1,1,"D",0,1,"A",1.31,4.3,8.6,1.35,4,7,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10
"238","I1","17/03/02","Fiorentina","Bologna",1,1,"D",1,0,"H",2.7,3.25,2.3,2.5,3,2.5,2.8,3.2,2.2,2.75,3,2.375,2.8,3.2,2.2,2.75,3.1,2.3
"239","I1","17/03/02","Juventus","Verona",1,0,"H",1,0,"H",1.31,4.3,8.6,1.25,4.5,9,1.28,4.33,9,1.3,4.2,9,1.286,4.333,8.5,1.25,4.5,10
"240","I1","17/03/02","Lecce","Inter",1,2,"A",0,1,"A",4.75,3.15,1.7,4,3.2,1.75,5,2.87,1.73,4.5,3.1,1.75,4.5,3.1,1.727,4.5,2.9,1.8
"241","I1","17/03/02","Milan","Torino",2,1,"H",0,0,"D",1.53,3.3,6.25,1.65,3.2,4.6,1.57,3.25,5.5,1.55,3.3,6,1.615,3.1,5.5,1.57,3.1,6
"242","I1","17/03/02","Perugia","Parma",2,1,"H",2,0,"H",2.35,2.9,2.9,2.4,2.7,2.9,2.25,2.87,3,2.3,2.9,3,2.25,2.875,3,2.2,2.87,3.1
"243","I1","17/03/02","Udinese","Piacenza",1,1,"D",0,1,"A",1.9,3,3.9,1.8,3.1,3.8,1.83,3.2,3.75,1.909,3,3.8,1.909,3,3.75,2,2.9,3.6
"244","I1","23/03/02","Parma","Juventus",1,0,"H",0,0,"D",3.15,3,2.15,3.1,3,2.1,3.2,3,2.1,3.25,3,2.1,3.1,2.875,2.2,3.3,2.9,2.1
"245","I1","24/03/02","Bologna","Lecce",4,3,"H",1,2,"A",1.45,3.65,6.55,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6,1.4,3.75,7,1.44,3.4,7
"246","I1","24/03/02","Brescia","Perugia",3,0,"H",3,0,"H",2,3.1,3.45,2,2.9,3.4,2,2.87,3.6,1.95,3.1,3.6,2,2.875,3.6,2.1,2.8,3.4
"247","I1","24/03/02","Chievo","Verona",2,1,"H",1,1,"D",2.25,2.9,3.1,2.5,3,2.5,2.37,2.8,2.87,2.1,3,3.2,2.375,2.875,2.8,2.4,2.8,2.87
"248","I1","24/03/02","Inter","Roma",3,1,"H",2,0,"H",2.25,2.85,3.15,2,2.9,3.4,2.25,2.87,3,2.3,2.8,3.1,2.25,2.8,3.1,2.25,2.8,3.1
"249","I1","24/03/02","Lazio","Udinese",2,0,"H",1,0,"H",1.55,3.45,5.5,1.65,3.3,4.4,1.61,3.25,5,1.533,3.3,6,1.571,3.25,5.5,1.57,3.3,5.5
"250","I1","24/03/02","Piacenza","Milan",0,1,"A",0,1,"A",2.85,2.9,2.4,3,2.9,2.2,2.8,2.87,2.37,3,2.875,2.3,2.8,2.875,2.375,2.87,2.8,2.37
"251","I1","24/03/02","Torino","Fiorentina",1,0,"H",1,0,"H",1.6,3.5,4.85,1.65,3.3,4.4,1.57,3.5,5,1.615,3.4,5,1.571,3.5,5,1.57,3.75,4.5
"252","I1","24/03/02","Venezia","Atalanta",0,1,"A",0,0,"D",3.65,3.25,1.87,NA,NA,NA,3.75,3,1.91,3.4,3.2,1.909,3.75,3.25,1.8,3.5,3.2,1.9
"253","I1","30/03/02","Atalanta","Piacenza",1,1,"D",1,0,"H",1.9,2.75,4.5,2,2.8,3.6,1.83,2.87,4.33,1.909,2.875,4,1.8,3,4.333,1.83,2.8,4.5
"254","I1","30/03/02","Fiorentina","Inter",0,1,"A",0,0,"D",6.3,4.1,1.4,5.4,3.8,1.45,6.5,3.6,1.44,6,3.6,1.444,6,3.75,1.444,6,3.75,1.44
"255","I1","30/03/02","Juventus","Lazio",1,1,"D",1,1,"D",1.57,3.35,5.5,1.6,3.4,4.6,1.5,3.4,6,1.533,3.25,6,1.533,3.25,6,1.53,3.3,6
"256","I1","30/03/02","Lecce","Venezia",2,1,"H",1,0,"H",1.4,3.85,7,1.45,3.8,5.4,1.36,3.75,8,1.4,3.6,7,1.364,4,7,1.4,3.75,7
"257","I1","30/03/02","Milan","Parma",3,1,"H",0,1,"A",1.62,3.3,5.15,1.75,3.2,4,1.61,3.25,5,1.615,3.25,5,1.615,3.1,5.5,1.57,3.1,6
"258","I1","30/03/02","Perugia","Chievo",2,2,"D",1,1,"D",2.05,3,3.35,2.1,2.9,3.2,2.2,2.8,3.2,2.05,2.875,3.4,2.2,2.875,3.1,2.1,2.75,3.5
"259","I1","30/03/02","Roma","Bologna",3,1,"H",2,0,"H",1.47,3.55,6.5,1.45,3.5,6,1.5,3.25,6.5,1.5,3.4,6,1.444,3.6,6.5,1.44,3.3,7.5
"260","I1","30/03/02","Udinese","Brescia",3,2,"H",2,1,"H",2.08,3,3.3,2.1,2.9,3.2,2.1,2.75,3.5,2.05,3,3.25,2.1,2.875,3.3,2.2,2.8,3.2
"261","I1","30/03/02","Verona","Torino",0,1,"A",0,1,"A",2,2.95,3.6,2,2.9,3.4,1.91,2.87,4,2,2.8,3.75,1.909,2.875,4,1.9,2.87,4
"262","I1","06/04/02","Torino","Bologna",1,1,"D",1,0,"H",2.6,2.3,3.2,2.4,2.4,3.2,2.37,2.5,3.25,2.5,2.625,3,2.3,2.8,3,2.25,2.75,3.2
"263","I1","07/04/02","Brescia","Verona",0,0,"D",0,0,"D",1.85,3,4.15,1.8,3.1,3.8,1.8,3,4.33,1.8,3,4.2,1.833,3,4,1.9,2.75,4.2
"264","I1","07/04/02","Chievo","Milan",1,1,"D",1,1,"D",2.62,2.9,2.57,2.8,2.8,2.4,2.5,2.87,2.62,2.625,2.9,2.5,2.5,2.9,2.6,2.62,2.9,2.5
"265","I1","07/04/02","Inter","Atalanta",1,2,"A",0,1,"A",1.26,4.6,9.65,1.25,4.5,9,1.25,4.5,10,1.286,4.2,9,1.286,4.333,8.5,1.25,4.5,10
"266","I1","07/04/02","Lazio","Lecce",1,0,"H",0,0,"D",1.33,4.25,7.75,1.4,3.7,6.4,1.33,4,8,1.333,4,8,1.333,4.333,7,1.3,4.33,8
"267","I1","07/04/02","Parma","Udinese",2,0,"H",1,0,"H",1.7,3.1,4.7,1.75,3.2,4,1.67,3.25,4.5,1.727,3.2,4.333,1.8,3.1,4,1.72,2.87,5
"268","I1","07/04/02","Perugia","Juventus",0,4,"A",0,2,"A",3.55,3,2,3.2,3.1,2,3.75,3,1.91,4,2.875,1.85,3.75,3,1.909,3.75,2.8,2
"269","I1","07/04/02","Piacenza","Fiorentina",3,0,"H",3,0,"H",1.5,3.6,5.8,1.4,3.9,6,NA,NA,NA,1.364,3.8,7,1.4,4,6.5,1.3,4.5,7.5
